items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,1429.435953,2.615099,0.590806,11.72439,14.157368,22.197946,122.922049,64.327392,49.958975,67.207456,19.270593,47.487831,100.683411,186.522081,96.016503,12.260613,2.318994,27.686525,515.451011,8.247294,2.571132,10.218603,2.910277,9.17893,6.027767
Inventories,685.598464,3.975786,1.688374,3.784067,13.413377,39.93854,126.798926,129.247081,132.260315,196.704718,2.627509,18.07096,0.145202,0.046396,0.332858,0.341622,1.13963,4.761451,0.092962,1.422579,0.113327,0.964329,0.571736,4.420472,2.733406
Land,156.593992,6.799744,0.384622,1.958541,1.485062,6.072557,13.749264,17.254284,9.617783,32.559206,3.007589,7.623055,2.831518,0.895401,1.805884,13.11434,0.648335,1.04271,10.246201,1.09731,0.219772,2.349709,1.57118,16.545067,3.688729
Total receipts,12127.331184,37.398096,8.919711,115.557648,351.322474,371.668286,1678.567724,2074.704776,1407.27512,1697.560203,281.838858,570.329796,341.627484,215.527929,1315.293619,47.818354,29.317606,290.791468,639.180654,140.554331,14.06423,217.976331,22.527996,194.212277,54.638363
Business receipts,10378.46,32.877291,8.370471,104.55971,329.439442,362.064659,1496.85471,1906.470087,1372.638037,1643.044094,267.895325,483.578641,96.763703,103.430902,1055.389524,36.587988,25.541224,274.647943,178.767373,129.937222,13.382877,209.042456,19.859351,175.880063,50.754128
Interest income,890.937833,0.176136,0.036538,2.41118,5.017022,1.457424,59.351615,28.940533,4.264525,8.739281,2.113885,18.172654,200.139819,75.98079,138.953154,1.691025,0.965626,2.550238,328.021361,1.508913,0.053973,0.864426,0.304014,2.726467,0.398571
Nontaxable interest income,20.374619,0.003468,0.001676,0.009966,0.042279,0.044899,1.006656,0.560288,0.1045,0.135699,0.018969,0.143598,2.800863,1.008719,8.612306,0.065515,0.002052,0.04441,5.478399,0.042589,0.012749,0.086492,0.005266,0.021022,0.009529
Rents,78.979828,0.441352,0.035525,0.159098,1.892429,1.011091,15.593241,6.110348,2.304081,2.325778,0.940594,6.342188,1.481251,0.923398,5.408689,1.138084,0.127847,0.477011,30.207132,0.516653,0.01833,0.386341,0.129933,0.886279,0.09333
Royalties,111.94787,0.096777,0.003631,0.665003,0.113384,0.27321,33.546876,32.826385,5.043126,7.08342,1.914569,18.09965,0.512748,0.168173,0.098139,0.130803,0.331373,3.448843,0.615202,1.38483,0.199459,0.326327,0.121447,4.745296,0.199137
Net short-term capital gain reduced by net long-term capital loss,10.666727,0.009863,0.001504,0.054083,0.097998,0.068119,0.317586,0.270078,0.078185,2.39945,-0.030833,0.087206,0.363691,1.021812,3.085257,0.087536,0.001494,0.168335,2.440811,0.011171,0.000913,0.055331,0.000717,0.015238,0.015244
Net long-term capital gain reduced by net short-term capital loss,68.130696,0.404713,0.14189,1.820819,1.392811,0.833907,2.154194,10.237046,1.606111,3.306398,1.534521,16.980948,1.258834,3.410579,10.011287,3.688807,0.19823,1.121377,5.654504,0.391744,0.104413,0.605102,0.141757,0.580468,0.284037
"Net gain, noncapital assets",50.655705,0.276882,0.083008,0.63199,1.826556,0.521895,10.982177,3.446364,1.168559,0.909225,1.441153,0.643806,9.489957,0.575365,0.650837,0.347297,1.054209,0.282932,14.58343,0.55485,0.005975,0.635072,0.065993,0.308526,0.137057
"Dividends, domestic",52.10957,0.11056666666666666,0.017816666666666668,0.48841999999999997,1.1573966666666666,0.4485966666666667,2.4149366666666667,6.440946666666666,3.6286833333333335,0.38849666666666666,0.15604666666666667,1.9586733333333333,1.8673,2.7672633333333336,20.199546666666667,0.7802333333333333,0.011993333333333333,0.37762333333333337,7.356513333333334,0.07476000000000001,0.00349,0.11546666666666666,0.022433333333333333,0.12380000000000001,0.08657666666666666
"Dividends, foreign",41.743107,0.072224,0.0,0.769605,0.157806,0.030117,9.89063,20.604264,1.924881,0.137733,0.211395,1.724805,0.134764,0.836072,0.819291,0.006859,0.077439,0.48224,3.298118,0.072969,0.009338,0.043685,0.006372,0.155558,0.276777
Other receipts,459.801927,3.00622,0.240125,4.329668,10.995529,5.228387,48.145559,63.307096,17.054511,29.362576,5.752466,23.968699,28.121663,27.341939,86.205271,3.840369,1.014513,7.454853,67.907369,6.110962,0.275158,5.89646,1.886417,8.85622,2.444581
