items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,2082.041736,2.990159,0.468161,14.589454,14.648589,25.267531,149.029275,62.542093,78.997692,57.095094,16.923988,72.38059,119.91286,288.445824,111.372351,15.554695,2.749028,31.151061,960.013477,9.243253,2.601002,9.076894,2.963024,13.295909,6.404563
Inventories,819.148773,4.364452,1.482432,6.329157,13.239075,53.312046,180.337645,138.867621,164.360837,212.126907,2.593051,24.386858,0.131093,0.06132,0.666166,0.411901,1.56437,4.688646,0.342495,1.366054,0.141393,0.73658,0.522946,4.251927,2.83997
Land,168.538245,8.102623,0.283465,2.73008,1.730967,6.88125,16.376574,17.080541,10.677074,35.354693,3.339108,8.348451,2.802373,0.968926,1.945844,13.271159,0.645297,1.133952,11.966251,1.872685,0.189719,2.03472,1.669222,17.33911,1.754574
Total receipts,14213.427775,45.89878,10.053434,160.110676,333.504252,422.458894,2194.310545,2526.839426,1795.426787,1810.068124,298.41906,640.998131,407.320588,274.711842,1532.079991,54.829335,37.541741,306.234922,699.690002,171.644207,15.306877,206.12162,22.666986,184.113131,52.178987
Business receipts,12150.667568,39.921372,9.399046,145.366761,305.778799,409.659042,1977.162457,2355.252976,1745.865856,1757.760368,285.621386,542.966811,102.354764,123.710079,1216.772423,40.835646,32.990055,289.487407,162.239601,163.139297,14.623034,197.831784,19.606497,161.886974,49.758655
Interest income,1101.033663,0.210073,0.045287,2.172769,3.827497,1.668941,72.945117,27.689525,8.618367,7.396062,2.613769,20.944761,267.93152,110.032166,153.31829,1.403495,1.271258,2.720521,403.637321,1.397755,0.060535,0.575494,0.313166,2.950972,0.224435
Nontaxable interest income,18.699383,0.009303,0.000692,0.047328,0.180337,0.032879,1.684685,0.938193,0.689843,0.379209,0.114286,0.549383,2.918767,0.83629,2.98299,0.042146,0.059893,0.067817,6.608376,0.113989,0.023815,0.197614,0.008799,0.042248,0.014732
Rents,79.96957,0.52973,0.032224,0.287886,2.445062,1.191408,16.711248,4.943989,2.874053,2.245574,1.131876,10.032768,1.289256,1.217004,3.981539,1.40963,0.11644,0.483933,27.666838,0.094343,0.013612,0.331595,0.128904,0.71269,0.085379
Royalties,119.454761,0.226296,0.002795,0.818061,0.089774,0.230508,40.495993,32.608622,5.178263,4.964024,1.631899,22.147242,0.507683,0.261862,0.557102,0.10678,0.568042,2.5339,0.653377,0.39983,0.157169,0.142334,0.202678,4.864055,0.094936
Net short-term capital gain reduced by net long-term capital loss,7.399293,0.030179,0.00085,0.049535,0.151105,0.072033,0.660693,0.088796,0.226015,0.032854,0.027818,-0.022224,0.220566,1.348625,2.082444,0.158627,0.0,0.077124,2.045822,0.025432,0.000192,0.016231,0.022773,0.00784,0.009993
