items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,2455.20739,3.425875,0.723315,20.001841,23.010356,31.331941,136.87329,73.68882,71.956851,51.252575,20.154269,66.092527,107.228034,100.228705,110.360809,12.075936,4.982058,45.774678,1489.565503,10.928734,3.375968,10.192062,3.39781,10.771679,8.687156
Inventories,828.682295,2.682437,0.840047,16.153736,20.211443,9.324549,206.438299,167.946669,167.545662,188.408877,4.621361,22.908231,0.464792,1.298741,0.577213,0.3153,1.112069,6.955229,0.151155,1.350048,0.233635,1.191583,0.204784,5.199646,2.544658
Land,198.828171,7.166125,0.40734,6.963413,1.709557,4.8945,17.248755,19.38645,18.559191,42.323026,5.803595,9.540116,2.063437,0.627053,1.201823,13.27004,0.45792,1.265196,13.608,1.811577,0.242183,2.592204,2.124251,22.395437,3.157592
Total receipts,15634.751059,33.004039,13.906627,319.857135,439.47128,384.69876,2158.277144,3763.393052,1997.328685,1809.401776,393.540794,854.655175,231.842026,112.964962,1140.260519,39.607371,30.114974,448.82519,697.481053,203.72682,22.449254,246.429763,26.584386,193.342465,52.204042
Business receipts,13695.584315,25.369647,13.243069,280.502361,413.954338,376.857719,1898.084308,3517.106098,1948.34867,1748.688001,379.335303,723.247131,72.100708,78.496834,912.70401,26.900293,25.023601,427.853724,138.456881,195.611629,21.556026,232.416698,23.515841,166.432547,49.363968
Interest income,902.389448,0.221746,0.134438,3.65783,4.774293,1.115856,106.387448,35.129958,9.498908,7.612564,2.624376,17.365061,136.882637,17.624682,103.514804,1.765998,0.479487,4.092168,426.128738,0.942434,0.219015,0.900588,0.340251,2.547264,0.375699
Nontaxable interest income,20.090391,0.012714,0.002714,0.032091,0.076774,0.060445,0.669495,0.359523,0.257252,0.234565,0.061288,0.380831,1.525602,0.142632,9.412808,0.085132,0.018063,0.1142,6.270588,0.041271,0.039156,0.115293,0.013568,0.009675,0.007919
Rents,66.68616,0.59334,0.044973,1.193741,1.678273,0.573598,17.972006,4.150922,2.732701,2.480477,0.925951,10.67412,0.480826,0.181797,2.006122,1.169524,0.057212,0.445208,17.407131,0.112415,0.020687,0.413324,0.16714,1.097659,0.096363
Royalties,146.596321,0.116479,0.043847,1.883373,0.423627,0.184765,46.501734,41.110098,5.394369,5.485801,1.891867,29.749748,0.626414,0.159552,0.340631,0.547832,2.01653,3.168347,0.401064,0.521567,0.092183,0.049531,0.130191,5.593066,0.155634
Net short-term capital gain reduced by net long-term capital loss,6.801994,0.007487,0.012079,0.101542,0.186139,0.032801,0.964268,0.772699,0.799916,0.062533,0.048416,0.359936,0.02823,0.331439,2.181662,0.022235,0.000665,0.17241,0.61352,0.040262,2e-05,0.023807,2.4e-05,0.000592,0.009293
Net long-term capital gain reduced by net short-term capital loss,79.242073,0.430546,0.062823,8.417712,4.932158,1.020361,5.731666,17.469013,4.065455,1.046076,1.013719,6.987374,1.444807,1.373207,6.605899,3.406326,0.130236,1.568673,10.469561,0.286836,0.203639,0.509074,0.340895,1.147045,0.269868
"Net gain, noncapital assets",34.992303,0.196955,0.018302,2.779403,1.717341,0.720943,3.934787,6.22563,1.312897,0.420245,1.726985,0.776045,2.404155,0.751329,0.265365,1.358555,1.118006,0.296304,8.125537,0.148199,0.002864,0.203375,0.10398,0.238055,0.080892
