items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,2937.254094,4.06668,0.95699,21.931729,6.884933,18.777708,190.830316,103.352984,112.209897,60.96696,25.167407,74.126242,143.227009,439.398475,121.936384,13.349598,4.701471,51.185825,1489.491262,11.637849,5.469659,9.975697,3.602616,12.886113,8.476057
Inventories,924.793829,3.326322,0.997503,16.831043,7.601143,6.007263,226.373646,203.845683,202.801579,212.215377,4.039338,18.569673,0.220026,0.183463,0.702756,0.060471,0.716473,8.474832,0.201069,1.193263,0.250138,1.131842,0.485729,5.325311,3.239887
Land,226.200369,8.348999,0.309574,4.236867,1.087315,3.117322,18.495468,46.805859,10.687276,58.529935,5.766118,8.850134,2.874877,1.185278,1.648052,13.78698,0.622096,1.214194,15.611213,2.639764,0.294079,2.406267,2.618632,11.51956,3.329539
Total receipts,16708.566251,39.463619,16.250832,278.677283,172.70623,248.822689,2417.80049,4054.077059,2410.78425,2026.041277,395.530051,636.545169,220.689988,202.560865,1514.480344,41.534752,26.260912,503.874346,735.72858,217.257952,33.920373,249.393929,25.29298,178.244369,58.086656
Business receipts,14787.157691,28.887872,15.683475,246.8909,163.648526,242.018424,2185.206297,3825.430832,2353.54386,1976.843397,375.539989,538.296939,99.020761,125.067296,1202.981765,30.417365,21.270424,482.83053,163.932981,208.365523,33.370075,236.012009,22.388952,155.035535,54.371137
Interest income,802.271288,0.145856,0.053951,2.559094,0.626246,0.467344,66.312461,23.196393,7.194233,3.97277,0.732563,4.822157,99.205769,42.48543,159.101821,1.627082,0.643443,2.434099,380.323558,1.084328,0.050046,1.493286,0.487491,0.935611,0.258683
Nontaxable interest income,16.667621,0.005496,0.005424,0.166326,0.012297,0.035132,0.344034,0.037108,0.114829,0.074127,0.014586,0.064373,1.630568,0.226501,5.397811,0.030031,0.006172,0.033661,8.422418,0.015835,0.003781,0.01331,0.00536,0.002517,0.005795
Rents,55.809128,0.76265,0.040586,1.352382,0.701958,0.462099,16.362611,2.844897,3.124154,2.553582,1.018878,1.815713,0.727032,0.855125,3.638558,1.115513,0.176705,0.541536,16.06857,0.148425,0.023926,0.442496,0.098454,0.809762,0.060649
Royalties,155.675087,0.259598,0.038327,1.131133,0.012749,0.111895,53.049351,47.457223,9.762787,5.118949,2.002843,19.676186,1.196827,0.165987,0.162997,0.637312,2.495312,3.231427,2.337691,0.807826,0.097267,0.075705,0.071445,5.41044,0.353008
Net short-term capital gain reduced by net long-term capital loss,7.537343,0.001899,0.011345,0.054933,0.006588,0.021921,0.369345,0.079843,0.061994,0.013374,0.005389,0.415598,0.036763,0.67154,3.510602,0.069472,0.007952,0.058466,2.057101,0.011612,0.000325,0.025037,0.000768,0.009093,0.001355
