items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,1307.991054,2.464785,0.531592,8.055939,17.412962,23.228446,90.485813,45.844899,36.337592,40.882783,11.501073,49.025504,89.257006,179.429661,49.595548,13.438215,2.698628,21.661261,566.72518,7.737738,1.373829,7.424997,2.515708,5.443768,6.58431
Inventories,645.498575,3.386191,0.568614,4.575982,16.030874,30.719548,133.118762,112.819356,124.511403,181.055086,1.957263,18.516716,0.249759,0.113202,2.360962,0.126917,1.322898,3.640847,1.286176,1.014535,0.110906,0.855971,0.397785,1.474321,3.076937
Land,156.347397,7.309625,0.317921,2.438828,4.013424,5.020339,11.839963,20.795897,8.986216,29.29401,2.460956,7.371832,2.633294,0.76859,1.542144,14.166511,0.667757,0.944217,9.036135,2.074151,0.150227,2.039884,1.841692,10.681629,4.087152
Total receipts,11338.093582,35.768442,7.557385,106.834971,524.533892,411.236202,1569.12896,1741.479932,1314.496049,1581.589206,219.666376,576.659784,369.370158,281.712732,896.341017,42.62262,38.630274,254.52688,757.257408,143.772482,10.592259,192.427273,24.383186,56.027955,56.699412
Business receipts,9411.194213,30.334483,7.106413,93.958071,487.49659,401.017389,1399.93884,1578.620666,1281.041373,1532.607208,209.814042,481.566354,76.978891,109.748102,697.633194,31.154983,34.514465,236.472476,168.176239,134.239298,9.325784,185.181607,21.749315,46.130269,52.89475
Interest income,1108.424335,0.304804,0.045272,3.204282,9.036944,2.098072,60.597299,34.420576,6.379393,8.30963,2.571205,22.669737,254.444381,134.642546,100.219354,1.666947,1.213573,2.787264,447.340026,1.105772,0.05765,0.689537,0.559901,1.737635,0.488236
Nontaxable interest income,15.954001,0.006852,0.002086,0.015896,0.094293,0.032128,1.226647,0.184386,0.081185,0.107068,0.025333,0.481994,2.182289,0.699016,4.638617,0.053307,0.001206,0.114449,5.837093,0.020243,0.008497,0.059622,0.005274,0.011104,0.010965
Rents,78.045821,0.483653,0.02697,0.42108,2.498376,1.26389,10.852119,5.46272,2.670077,2.430844,0.881663,8.089629,1.36407,1.431084,4.068033,1.560015,0.147661,0.376189,31.93784,0.074538,0.017122,0.380057,0.109419,0.96183,0.149024
Royalties,84.894092,0.116008,0.01123,0.795254,0.114521,0.174371,24.858209,26.308591,3.342148,7.317646,0.159709,10.451971,0.090676,0.272656,0.502998,0.123002,0.173926,3.780358,0.702382,1.184711,0.091775,0.267503,0.218768,1.352076,0.103711
Net short-term capital gain reduced by net long-term capital loss,9.800785,0.009636,0.000904,0.086317,0.084783,0.033307,0.724504,0.223728,0.16207,0.045262,0.021573,1.854252,0.435499,1.054567,1.264535,0.066495,0.023805,0.482558,3.274051,-0.131648,8.7e-05,0.057552,0.001148,0.000954,0.006699
