items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,2413.402983,3.274552,0.73396,17.52037,19.628732,26.200406,175.149391,85.961418,94.267968,112.606035,19.262061,72.679586,100.178381,398.686629,132.41331,11.972285,6.110895,50.899237,997.438764,11.924574,4.733702,12.05888,3.271457,8.370759,8.850891
Inventories,782.150045,2.599131,0.58819,12.941632,16.25515,7.025486,170.0641,161.070847,151.222993,217.907327,3.288199,19.883416,0.179012,0.377531,0.495181,0.118701,0.974564,7.705827,0.10079,0.941248,0.301098,1.012832,0.22924,4.355428,2.498555
Land,166.331755,7.226513,0.41645,3.984734,1.866545,4.046364,14.683591,19.295854,8.446985,45.448612,5.571997,8.469413,1.985344,1.365616,1.885218,12.163076,0.769172,1.512886,7.600592,2.387952,0.314006,3.498825,2.259472,8.006345,3.11874
Total receipts,13395.372982,33.619756,10.612282,190.58432,291.690592,281.304578,1735.885756,2516.092878,1804.595239,1839.771003,278.644794,727.745036,177.080838,253.47797,1691.610282,34.176569,40.889665,462.512724,314.462131,165.76761,32.149244,263.349105,22.675173,166.757876,49.891547
Business receipts,11775.968064,26.696343,9.832673,166.138373,268.613233,274.903861,1528.902505,2259.092259,1763.716685,1791.175476,267.533249,631.489629,84.957057,128.469858,1336.421463,25.281908,32.473733,441.254418,85.347762,158.353742,31.449533,248.33954,20.032526,148.54356,46.424694
Interest income,645.670129,0.162838,0.08025,2.031875,2.526906,0.646001,73.255499,22.106878,8.151254,6.598556,1.492446,10.711497,69.152879,82.39222,180.466035,1.407718,1.150264,3.162568,171.006379,0.502656,0.067749,0.649467,0.183165,1.114212,0.228358
Nontaxable interest income,19.887562,0.004717,0.003449,0.009293,0.035842,0.042479,0.433838,0.156029,0.167235,0.200257,0.022522,0.118603,1.199087,0.300975,13.059598,0.029845,0.011235,0.053154,3.697715,0.017081,0.010891,0.052194,0.005232,0.002647,0.006372
Rents,57.400635,0.63361,0.025898,2.381153,1.16179,0.535348,15.78268,3.503251,2.117357,2.251472,0.856325,6.846437,0.504356,0.419448,9.348306,1.426785,0.165208,0.468678,7.3144,0.156232,0.031422,0.58889,0.149198,0.651751,0.07483
Royalties,138.585517,0.048685,0.007787,1.589134,0.042458,0.103839,45.156508,42.338155,6.474457,5.954815,1.658391,22.226249,0.612513,0.139114,0.077965,0.484831,2.373601,3.284101,0.085487,0.49076,0.091148,0.058066,0.125117,4.981646,0.180212
Net short-term capital gain reduced by net long-term capital loss,4.053164,0.008803,0.017924,0.02509,0.02574,0.020533,0.10439,0.483299,0.213286,0.057092,0.005318,0.086343,0.151077,0.899083,1.364692,0.0437,0.002903,0.176505,0.254286,0.051905,0.000262,0.014588,0.017441,0.002832,0.004736
Net long-term capital gain reduced by net short-term capital loss,48.00972,0.388926,0.130259,1.862112,2.044449,0.532038,3.889775,15.923143,1.335783,0.378663,0.556238,3.36564,1.448423,1.094207,8.236536,1.38939,0.102275,1.195341,2.399645,0.313994,0.031422,0.402895,0.064449,0.536721,0.088776
"Net gain, noncapital assets",32.743032,0.259734,0.082239,1.938045,2.560892,0.568271,4.229631,5.711513,1.207024,0.38766,1.18214,0.371517,1.435576,0.852993,0.355574,1.202336,2.653934,0.437896,5.972443,0.266082,0.00877,0.318567,0.008875,0.606746,0.033977
"Dividends, domestic",56.120966666666675,0.08388666666666668,0.015003333333333334,0.6809433333333333,0.13732666666666668,0.10070666666666667,2.00847,6.094,13.100316666666668,0.43492666666666674,0.27368333333333333,5.4117966666666675,0.5969800000000001,1.6585466666666668,19.434210000000004,0.6660366666666666,0.021016666666666666,0.28787666666666667,4.456583333333334,0.18144333333333335,0.009546666666666667,0.08917,0.04856,0.032086666666666666,0.12447333333333334
"Dividends, foreign",128.381058,0.002861,0.00025,4.374558,0.24837,0.033276,11.459745,92.032766,2.290808,3.109892,0.605917,2.705296,0.626522,1.292811,2.147637,0.004403,0.005897,1.422706,3.034082,0.42668,0.10825,0.067474,0.146227,2.196967,0.037316
Other receipts,527.837812,5.388073,0.427051,10.030404,14.389713,3.888719,52.068642,72.917388,14.991254,29.526643,4.650143,48.200287,16.814253,37.119697,134.302215,2.705842,1.94431,10.970993,34.012957,5.134044,0.346934,12.830673,1.928376,8.111167,2.774932
Total deductions,12501.871658,30.991122,10.107264,165.464396,273.134729,270.041236,1635.867324,2286.51184,1748.970701,1764.25149,265.355593,656.140272,149.078714,205.949563,1615.041842,28.560768,36.8975,429.719766,264.214951,156.891964,27.906375,250.698955,21.144116,155.393019,47.5251
Cost of goods sold,7241.874097,13.133245,6.694365,88.556405,157.254999,207.857046,1019.872121,1623.385087,1452.183233,1272.596175,77.50533,138.91245,1.557396,9.002237,850.226863,0.75743,6.412993,141.473333,0.916278,64.089758,3.270382,23.014958,4.96133,59.248491,18.680686
Compensation of officers,131.409355,0.756543,0.290932,1.595524,0.876363,9.058816,11.212683,7.809702,13.111045,8.101082,2.352074,5.548996,2.023481,6.521946,5.250198,1.952564,0.504361,18.864564,3.955715,2.578971,0.839584,23.41279,0.907841,2.058649,1.815438
Salaries and wages,1248.194012,1.689087,0.938942,6.621417,10.977512,13.826823,145.316541,127.002633,90.119541,184.663144,52.214873,108.59719,19.550856,42.823125,118.798838,4.921231,5.53619,110.2962,41.875773,30.003417,9.511741,78.811442,3.816923,32.497944,7.704214
Repairs,73.915037,0.845807,0.169695,0.808747,5.4088,1.005307,7.457253,9.47514,5.401947,10.609521,7.208615,6.799617,0.877037,0.801312,1.283702,1.045696,0.671834,2.698374,2.840271,1.748438,0.325319,2.321171,0.32264,2.511981,1.275393
Bad debts,118.285017,0.016224,0.00691,0.270135,1.479519,0.484778,10.183201,1.539553,2.751228,5.176875,0.587218,6.271503,18.921482,2.662302,7.868587,0.563611,0.205149,1.106435,50.494852,0.456728,0.832957,5.912706,0.07918,0.172971,0.177041
Rent paid on business property,192.239255,2.409591,0.206159,4.459742,1.801107,5.146846,16.208214,15.609892,13.797339,42.750534,10.901682,13.624004,2.185294,3.450747,10.639003,2.4143,1.984196,13.349451,4.555927,3.045952,1.550517,9.12899,0.92775,9.91837,2.157942
Taxes paid,256.952763,0.674785,0.226138,4.31246,9.372304,5.00896,23.111113,53.35928,16.165431,29.782465,10.529032,19.004214,4.195018,4.539705,24.534292,2.125497,1.142413,14.813922,6.531951,7.456029,0.904804,9.035085,1.749404,6.741874,1.553621
Interest paid,485.833841,0.577111,0.100631,6.355748,15.205244,1.433982,92.68421,62.188847,14.473371,17.587155,7.440457,37.506782,33.096302,58.493699,54.215433,2.280549,2.340958,8.002931,52.125764,3.373904,0.390066,6.376468,0.549707,4.393815,0.710937
Charitable contributions,12.705597,0.038032,0.005222,0.098426,0.314441,0.203179,1.124035,5.070154,0.730553,1.356216,0.234823,0.547145,0.206781,0.904409,0.525745,0.056097,0.015493,0.231814,0.456385,0.073078,0.027896,0.188775,0.027795,0.229388,0.038504
Amortization,111.221144,0.166541,0.013462,2.769129,2.438968,0.446577,20.027909,15.8326,7.607561,3.000469,1.086499,28.363897,1.443938,1.967599,11.681225,0.218905,0.410638,4.908998,2.611044,2.170734,0.331228,1.688206,0.279452,1.099321,0.501033
