items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,1889.731889,3.694323,0.836048,24.232003,16.841936,23.068779,198.323396,97.911561,118.952095,67.746647,37.670443,78.175063,127.074419,389.81182,150.605974,13.043023,4.875392,58.371701,407.118499,11.482848,5.464146,13.731631,2.608122,11.944324,8.29105
Inventories,898.050335,4.597318,0.672344,16.016784,17.82858,6.292931,220.229868,184.01684,192.050967,211.899901,4.552615,19.948916,0.196956,0.105335,0.550422,0.082016,0.841028,7.688415,0.124778,1.252229,0.244138,1.054291,0.308648,4.463755,3.031263
Land,229.128512,8.293537,0.388048,4.464016,1.912208,4.898138,18.219932,44.344721,18.452449,56.957978,6.528489,8.895468,2.130082,1.267534,2.336633,12.813155,0.607095,1.273719,11.880947,2.397643,0.406986,4.311572,2.330894,12.269087,1.628122
Total receipts,15580.565245,48.954133,9.691723,264.586406,354.120528,247.143689,2197.528844,3097.857837,2200.261133,1939.541765,404.468467,756.982076,201.212236,233.025375,1694.992301,43.302921,30.500481,491.329989,577.224673,207.481792,36.798587,289.482278,21.324273,173.819565,53.129752
Business receipts,13633.134653,40.220671,9.010643,230.004566,327.954147,240.90011,1976.076272,2860.584122,2147.387767,1886.982054,389.163464,647.748391,82.310826,117.949193,1312.56169,30.512564,24.817839,467.624716,118.038499,198.782337,36.183275,269.940624,18.602347,149.921819,49.625798
Interest income,782.128367,0.173626,0.060067,2.57303,2.510865,0.514917,56.187065,21.970936,9.001143,4.946976,1.38235,10.777111,94.555863,65.998137,186.207469,1.515512,0.504115,2.563659,313.90131,1.001572,0.056366,1.584777,0.163731,0.982505,0.173255
Nontaxable interest income,22.205691,0.004534,0.002068,0.012833,0.033573,0.043405,0.343586,0.061698,0.149005,0.16766,0.014721,0.06822,1.304468,0.246745,13.402974,0.029008,0.006631,0.058061,6.079289,0.013307,0.005918,0.029155,0.004419,0.002893,0.051153
Rents,63.417636,0.77408,0.046361,1.361401,1.606248,0.596404,17.72179,3.19379,2.267978,2.491864,1.224771,7.783638,0.646909,0.531038,8.613461,1.227249,0.134188,0.5285,10.853781,0.138239,0.030793,0.626564,0.119316,0.763402,0.069119
Royalties,154.021652,0.087593,0.023534,1.418319,0.01853,0.124638,57.763531,43.628591,7.305935,6.590352,1.991418,21.010719,0.740763,0.114732,0.078964,0.52049,2.637911,3.498617,0.167195,0.679366,0.093113,0.048441,0.107453,5.140692,0.225749
Net short-term capital gain reduced by net long-term capital loss,13.502468,0.009194,0.000385,0.028853,0.030211,0.043134,0.256282,0.378223,0.268754,0.023028,0.050061,0.242894,0.204952,0.261274,9.954364,0.097296,0.001281,0.077434,1.425488,0.034556,0.000181,0.010946,0.023655,0.017993,0.000578
Net long-term capital gain reduced by net short-term capital loss,76.222809,0.440125,0.161381,6.41662,4.454801,0.4454,5.20512,14.292885,2.992159,0.99691,1.020473,6.552912,0.460303,2.518878,10.93571,2.848722,0.353027,2.546411,9.246116,0.887259,0.022533,1.465228,0.200829,0.566087,0.177322
"Net gain, noncapital assets",43.530523,0.2499,0.075922,2.942919,3.148387,0.54688,8.500172,6.863787,2.079773,0.396713,1.81459,0.405682,2.15261,1.137313,0.494466,0.252162,1.145243,0.764249,9.545087,0.268281,0.013248,0.440667,0.046542,0.145101,0.046005
"Dividends, domestic",86.35118333333334,0.09381333333333333,0.014670000000000002,4.142236666666667,0.16859333333333335,0.09189000000000001,2.905526666666667,4.3860166666666665,10.60635,0.84958,0.3403366666666667,26.145403333333334,0.35876,1.7888000000000002,24.29146,1.0062033333333333,0.013316666666666668,1.1570033333333334,7.26795,0.33398000000000005,0.008936666666666666,0.039843333333333335,0.04594666666666666,0.04637666666666667,0.09615
"Dividends, foreign",138.183123,0.006373,0.000558,8.217732,1.128628,0.074011,21.391721,62.178461,3.454654,2.458442,0.618511,5.292675,0.639194,3.102889,17.601779,0.034562,0.01342,1.215595,7.148014,0.758175,0.050704,0.056656,0.020874,2.679417,0.039534
Other receipts,628.312968,6.959892,0.3064,10.367461,13.184561,3.827222,53.211648,83.389539,22.172061,34.232893,7.086008,49.256214,18.088721,40.628536,127.853987,5.963494,0.882831,12.105647,98.63951,4.818505,0.339773,15.267269,2.021324,13.585745,2.692393
Total deductions,14532.720843,46.121546,9.151749,222.475658,340.103164,238.216456,2047.245728,2872.098557,2123.012674,1861.269661,384.423513,669.872622,164.360661,197.374521,1594.391197,36.432507,26.774295,456.052669,502.553345,196.556378,31.676674,278.059596,19.658528,161.210115,50.745802
Cost of goods sold,8644.412582,23.557998,5.827968,125.238432,191.491661,182.138675,1346.511864,2159.628202,1745.381828,1341.660167,114.501104,146.798334,0.333147,11.177127,906.031655,0.532085,5.843592,143.417044,1.428375,79.104614,3.417008,25.876379,2.504722,59.371853,22.609509
Compensation of officers,142.225451,0.87908,0.20979,1.69528,0.924749,7.387191,14.467268,8.882986,15.030612,8.969778,3.037639,6.299298,2.723131,5.245383,5.846253,1.983937,0.755682,20.036836,6.166301,3.060043,0.794744,22.850059,0.956589,2.208831,1.800169
Salaries and wages,1469.823668,2.093676,1.006508,10.749864,14.769991,12.76864,168.934208,133.999164,114.580825,196.039195,69.619201,112.538175,22.693185,53.522884,134.78634,10.638555,3.665898,123.488785,86.000448,44.988155,10.800371,97.797898,4.025158,33.495451,6.769114
Repairs,93.662396,0.995309,0.164519,1.123409,8.269617,0.848874,8.781567,10.852336,6.271645,11.38702,15.182814,7.22664,1.303252,0.747909,1.331342,1.078129,0.993231,2.598357,5.148474,1.912056,0.357429,2.846161,0.357536,2.652638,1.228524
Bad debts,167.311666,0.028135,0.007192,0.155509,1.916226,0.381693,11.714509,1.516002,3.42408,4.497795,0.635591,4.604191,20.723751,1.318273,5.48109,0.554488,0.134788,1.046748,100.224002,0.409278,1.090929,6.73442,0.043148,0.460806,0.203826
Rent paid on business property,211.625548,2.812169,0.152908,4.062397,1.962342,4.246585,18.246464,16.570682,16.361581,42.438006,18.102207,14.683204,2.68797,3.52333,10.542644,1.328107,1.841035,13.947511,8.819733,3.823952,1.73821,10.115026,0.986712,10.353794,2.261239
Taxes paid,290.645594,0.930443,0.21964,6.049835,12.830246,4.746677,27.404683,59.446871,19.720448,31.482084,11.785924,17.966238,4.599355,4.932706,26.140065,2.63921,0.766793,15.77419,12.220265,7.793609,1.100142,10.702768,2.268333,7.492478,1.580397
Interest paid,504.167119,0.837311,0.09772,7.879013,17.116205,1.389934,81.74619,69.330294,18.034756,16.04649,9.16905,35.942891,37.879784,47.151384,41.488312,2.964675,1.495579,8.096571,85.556744,5.099341,0.464889,8.138097,0.670926,5.410947,0.648017
Charitable contributions,16.20955,0.039521,0.006473,0.285304,0.300374,0.160679,1.506755,5.856922,1.041072,1.895378,0.178282,0.75156,0.256799,0.525239,0.924211,0.080282,0.014772,0.321439,1.411388,0.091749,0.038267,0.19882,0.027129,0.252736,0.042498
Amortization,120.857158,0.100971,0.007865,2.953134,3.976542,0.506712,20.20707,17.464603,6.001478,2.721799,1.24676,28.921151,2.325275,2.384312,12.804059,0.261705,0.390509,4.536052,6.823772,2.84856,0.375225,1.916354,0.230875,1.226612,0.614286
Depreciation,415.357768,2.877479,0.326127,17.349701,34.653678,4.723757,70.14114,60.422041,31.174024,38.671878,22.38626,52.296242,3.209588,3.217288,14.724369,1.92584,5.916037,8.357197,20.70479,5.193276,1.377095,6.526754,1.266092,6.603974,1.289159
Depletion,16.33891,0.013282,0.008602,10.243551,0.148819,0.093519,0.209018,3.73576,0.443773,0.000285,0.071197,0.002087,5.8e-05,0.040399,0.075026,0.036972,0.000875,0.045014,0.742681,0.408952,0.0,0.0,0.000257,0.00057,0.000391
Advertising,164.058964,0.154544,0.01895,0.152566,0.427802,0.77396,20.423853,42.480434,16.093451,25.1964,1.519686,19.596517,5.296278,1.487639,8.605847,0.412308,0.479834,3.598068,7.099305,1.721502,2.768214,1.164946,0.486391,3.436514,0.66065
