items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,518.976315,6.152587,2.945926,10.421899,1.013368,61.997005,37.84806,18.247428,44.069386,45.974796,10.111312,9.429631,15.742603,62.006128,9.09525,28.171977,0.0,45.288871,39.630869,14.687629,3.072246,20.143643,7.242525,13.029807,7.766023
Inventories,465.204868,9.197037,2.339771,1.769178,0.187543,33.426447,59.905958,36.485622,133.004633,165.567788,1.977786,1.347036,0.181048,0.014638,0.0,0.282437,0.0,4.923962,0.013688,2.017151,0.327079,0.72561,1.016955,2.597368,3.449777
Land,129.591892,11.061139,1.617129,1.789931,0.167715,14.272009,4.323664,2.484641,5.329986,13.191479,1.859922,1.02251,0.648104,0.728776,0.15644,48.675275,0.0,2.157278,2.162052,1.460959,0.149263,1.719598,2.235628,8.849761,2.815096
Total receipts,6890.396496,81.961496,38.19483,57.262639,8.898965,900.366878,490.578939,350.971366,1412.998718,1391.795134,235.420786,86.746442,37.367792,48.889344,45.947553,81.257651,0.0,511.151349,34.333943,250.232283,27.850318,317.476828,67.365709,231.982588,132.520665
Business receipts,6745.095028,71.321239,36.698967,53.704325,8.855416,893.39142,484.420839,348.518366,1402.773321,1369.357476,230.996975,85.254405,26.570335,46.294242,44.720354,75.943497,0.0,502.931485,9.273243,247.119885,27.720501,308.653153,64.842087,229.254911,130.387951
"Net gain, noncapital assets",15.958585,0.458091,0.201077,0.472315,0.001122,1.256114,1.065004,0.452891,1.508872,1.018657,1.890418,0.150231,2.762273,0.281778,0.071098,0.527611,0.0,0.367235,0.648663,0.329262,0.008587,0.206578,0.141077,0.49796,0.311342
Other receipts,127.642343,10.166668,1.288645,3.059174,0.042412,5.611774,5.049916,1.968697,8.6528,21.353152,2.523297,1.305699,7.918829,2.242963,1.149393,4.723104,0.0,7.832944,23.456437,2.770107,0.119542,8.609521,2.375749,2.223645,1.817138
Total deductions,6507.752631,78.625526,35.964866,47.52776,8.542142,860.87116,452.459131,330.550369,1368.148485,1359.434835,226.647149,79.46183,31.710635,41.620295,37.692158,71.834553,0.0,457.383891,19.850552,235.758834,25.93656,283.160807,62.964111,221.425297,124.978741
Cost of goods sold,4193.164145,33.886825,21.664566,23.498179,6.604754,662.741886,328.533986,250.550467,1155.284328,1103.794471,97.255067,33.492428,0.0,0.0,0.0,4.073295,0.0,157.168091,1.2e-05,102.488491,4.192417,28.401128,14.019402,89.311848,53.576906
Compensation of officers,253.983002,1.050157,0.679688,1.52583,0.189821,26.855612,13.144605,7.011567,21.351833,18.546607,8.856749,5.76329,1.729649,5.207039,6.471824,7.388936,0.0,49.551832,2.023583,8.752711,1.616553,41.851727,9.041657,6.431861,7.70644
