items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,452.305454,4.937628,2.471479,9.883302,1.077287,54.342946,30.494557,16.329585,38.946494,41.057996,9.372242,10.437451,14.461531,49.431917,7.248248,24.285948,2.899604,37.237662,37.633551,12.329076,2.784265,19.121701,6.671681,11.59974,6.890686
Inventories,407.741845,8.139553,1.672417,1.498774,0.257123,35.65374,55.581377,33.182319,119.360417,133.098577,2.011465,1.277791,1e-06,0.330249,0.0,0.176562,2.47459,3.622543,0.101543,1.722285,0.198168,0.541469,1.188986,2.482964,3.163946
Land,127.391326,10.614881,1.373346,1.641236,0.173856,15.189329,4.13263,2.627737,5.083168,10.819399,1.859446,1.069103,0.738804,1.542205,0.110193,48.705426,0.465168,2.397482,2.246917,1.592474,0.171277,1.436612,2.651259,8.17193,2.528396
Total receipts,6230.405646,77.527269,27.109421,56.240221,8.503357,746.341132,443.552404,331.453976,1337.49973,1258.663518,224.287804,81.67639,29.958987,45.946797,42.810337,64.22897,28.377906,450.031289,30.435982,239.03831,23.832326,295.846935,56.232504,208.405221,122.026309
Business receipts,6102.106924,67.445371,26.015063,52.558153,8.393409,739.287662,438.269532,328.199494,1328.311023,1239.935177,219.434449,79.524313,21.740463,42.785622,41.743414,60.752167,26.336327,442.083582,10.496563,236.685884,23.576991,288.386721,53.690215,206.656592,119.602836
"Net gain, noncapital assets",15.626705,0.598172,0.152032,0.641841,0.02024,1.604448,1.014561,0.856347,1.168383,1.110871,1.659136,0.472022,1.412297,0.171176,0.156496,0.706827,1.217169,0.39636,0.698376,0.469737,0.118517,0.428906,0.079041,0.240439,0.230006
Other receipts,111.005817,9.459541,0.940075,3.014792,0.089648,5.31517,4.223192,2.361462,7.963711,17.561421,3.184795,1.635428,6.689922,2.925577,0.907323,2.705451,0.821342,7.528063,18.358802,1.868271,0.133798,7.024108,2.453661,1.490872,2.187974
Total deductions,5936.230728,75.793335,25.784248,46.723824,8.151205,723.093646,416.872497,315.736527,1298.454155,1235.740117,217.807985,76.217731,25.451965,37.06252,35.943445,59.696403,27.130205,403.665973,22.153468,226.657002,21.861048,265.190588,52.345894,202.699985,115.648411
Cost of goods sold,3798.271989,34.636392,15.234425,23.923996,6.429122,552.701373,303.564457,236.109661,1097.462223,996.519198,84.985611,31.475102,0.0,0.0,0.0,2.456222,9.94942,127.578819,0.051473,107.501425,3.056941,25.039175,10.880805,81.416401,47.248521
Compensation of officers,235.037095,0.853495,0.608249,1.552412,0.177867,23.43532,11.613062,6.602875,21.164999,16.845705,9.135506,4.103187,1.815852,4.727091,6.01558,6.463681,0.891118,47.380434,1.984391,9.206083,1.341618,36.869459,8.74815,6.054668,7.407406
Salaries and wages,639.75393,5.458826,1.987157,4.368399,0.387065,39.687783,31.933294,21.177302,68.055812,80.310428,27.858327,13.76552,7.210988,13.349179,13.068852,19.607291,3.52166,85.614329,4.237673,49.310952,6.639076,75.88707,8.978714,37.20074,20.080552
Repairs,39.171195,1.701285,0.663394,0.739757,0.054184,3.275558,2.074783,1.659649,3.468775,4.835879,5.002058,0.576959,0.198953,0.123932,0.316995,0.926776,0.673994,2.117183,0.371472,1.763708,0.306304,2.652077,0.763765,3.656201,1.246678
Bad debts,13.793266,0.021349,0.025344,0.095735,0.011442,1.499312,0.719191,0.408582,1.880506,1.041889,0.217402,0.295264,2.565983,0.14282,0.069195,0.529925,0.166155,0.432043,2.052504,0.345952,0.186445,0.643549,0.095021,0.142176,0.205317
Rent paid on business property,159.846339,3.460882,0.359899,1.274479,0.099965,12.594394,7.273628,5.176571,14.060798,25.173186,11.616975,2.431599,0.973082,1.397741,2.238379,3.383003,1.360381,15.021948,0.334215,5.186622,2.042286,16.965126,2.917281,15.755068,8.742031
Taxes paid,123.500386,1.199,0.517541,1.493794,0.095475,13.036056,8.198026,5.702552,12.074354,15.683408,5.802749,1.9447,0.885469,1.228815,1.492428,2.474737,0.791467,13.122177,0.81698,9.787661,0.882399,11.23455,1.860948,8.864882,4.303025
Interest paid,44.022709,1.144237,0.243907,0.574163,0.063301,3.514361,2.865782,2.048365,4.562005,5.076205,1.770835,1.341041,2.706962,0.992618,0.48254,1.49534,0.719461,1.95162,4.322595,1.266156,0.143785,1.91394,0.875692,2.761702,1.177857
Amortization,10.399825,0.173183,0.036156,0.15101,0.037302,0.263573,0.69979,0.461099,1.076651,1.234936,0.230622,1.107445,0.159958,0.187723,0.436522,0.167446,0.082478,0.659216,0.482988,0.381881,0.039147,0.6021,0.331901,0.918755,0.477613
Depreciation,109.851286,3.870063,1.234029,3.784696,0.161756,10.745783,11.396165,9.11517,10.545828,10.769668,10.469433,2.384099,0.518807,0.799851,0.436143,1.81722,5.083651,5.046768,0.849129,4.009393,0.62211,4.839037,1.850569,6.642647,2.855174
Depletion,0.826821,0.011907,0.006501,0.420973,4e-06,0.036151,0.238192,0.065522,0.001273,0.002096,0.000832,0.0,0.0,1.9e-05,0.000456,0.001376,0.0,0.033546,7.4e-05,0.007898,0.0,0.0,0.0,0.0,0.0
Advertising,48.948327,0.133802,0.037917,0.073888,0.009884,2.394158,2.632034,3.330362,5.089305,12.153225,0.509877,1.256962,0.77143,0.58018,0.658654,1.406417,0.279537,4.37798,0.220687,2.339772,0.78288,2.473558,1.023131,4.817179,1.593443
"Pension, profit sharing, stock, annuity",24.346338,0.0731,0.025252,0.21984,0.010749,2.181805,2.237336,1.284804,2.67621,1.298556,0.620108,0.510088,0.115485,0.950357,0.325363,0.565929,0.067454,4.498512,0.256995,0.997062,0.100999,4.39457,0.457325,0.158887,0.313038
Employee benefit programs,57.941692,0.368668,0.175532,0.593386,0.021051,8.205664,6.415684,3.632913,5.971596,5.642314,2.795396,1.142124,0.413811,0.880677,0.861075,0.919571,0.266653,6.725289,0.650901,3.525119,0.375296,5.204085,0.528315,1.374872,1.247259
"Net loss, noncapital assets",2.326577,0.004645,0.017596,0.037446,5e-06,0.170232,0.030203,0.031048,0.098387,0.286365,0.007611,0.009098,0.059646,0.08935,0.001001,0.167009,0.01364,0.028404,0.888429,0.096077,0.001567,0.117152,0.02876,0.130324,0.012583
