items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,176.557304,2.410971,1.263006,2.963249,0.499907,27.645169,14.395579,7.524609,16.79945,22.091906,3.857149,5.507923,4.752441,4.382902,4.22363,11.25221,1.603285,15.406453,7.438475,4.783797,0.785707,4.199149,2.848111,1.685764,3.529924
Inventories,268.98951,2.912331,0.697253,0.568031,0.208703,31.43868,36.947449,19.051076,62.020172,103.437437,0.794153,1.194224,0.0,0.0,0.0,0.053646,1.146336,2.259942,0.004919,0.609976,0.05839,0.318352,0.742342,0.177711,2.509844
Land,70.894312,7.189571,1.06572,0.633731,0.131235,9.021242,2.517798,1.419254,2.684259,5.982946,0.909609,0.607952,0.185668,0.176373,0.131993,26.535907,0.416564,0.811433,0.551975,0.64848,0.134126,0.73575,2.174821,2.976592,1.308724
Total receipts,3617.477105,35.268971,16.368282,19.358418,4.00574,515.433816,325.246202,201.433388,654.406413,862.004687,92.650105,53.556206,17.997613,30.655706,29.33553,51.78831,17.665202,227.225752,11.33614,110.208156,8.412195,99.955668,30.548453,18.833524,78.817992
Business receipts,3557.650166,32.777706,15.599952,18.025522,3.951703,511.10786,322.406145,199.610852,648.932286,850.472602,91.256796,52.974903,14.136847,30.032461,28.882115,48.972297,16.823764,222.671591,4.313763,108.954054,8.278191,98.618328,29.29142,17.732646,78.275028
"Net gain, noncapital assets",5.825277,0.193646,0.156713,0.254478,0.004145,0.575535,0.45905,0.254184,0.302116,0.682072,0.75227,0.299011,0.074577,0.0684,0.002789,0.200702,0.483132,0.187718,0.034688,0.15344,0.000943,0.043821,0.207201,0.051084,0.197117
Other receipts,52.665434,2.28209,0.609828,1.055663,0.047775,3.655812,2.282071,1.505169,5.042552,10.774762,0.627723,0.215047,3.683169,0.434271,0.438786,2.54648,0.348142,4.318582,6.686102,1.073034,0.124968,1.286835,1.033575,1.045116,0.339272
Total deductions,3477.03175,35.570179,15.928524,16.590702,3.918887,493.146086,307.695572,193.257711,635.922784,849.194699,91.439264,51.63192,16.224767,30.032285,26.209841,47.338799,17.348754,207.810272,8.712746,105.355908,7.757612,91.011402,29.713825,18.557339,75.285167
Cost of goods sold,2264.680905,17.520166,9.642215,8.284118,2.697044,382.772725,220.030859,136.983425,514.774091,678.982062,34.529213,19.025321,2.084223,2.260538,5.221722,10.120332,5.572077,71.708813,0.149474,45.928509,1.629339,9.967087,6.316455,3.783625,31.706364
Compensation of officers,142.173038,0.530971,0.529708,0.540016,0.071872,16.182199,10.027335,5.963104,13.797012,13.282572,2.656973,4.147722,1.005282,8.323204,3.783942,4.540263,0.533213,23.907805,0.622193,4.652436,0.441412,14.213678,3.060033,0.598142,5.410305
Salaries and wages,371.543914,2.694337,1.330798,1.223187,0.24003,26.379684,24.281329,14.922619,41.579051,59.311802,13.618892,9.324323,4.00075,9.02448,8.248223,14.140269,2.470127,43.33711,1.089048,25.640293,2.095343,25.487141,5.802138,3.802865,12.582028
Repairs,21.824808,0.859052,0.354573,0.285612,0.02988,2.056405,1.39425,1.010178,2.128372,3.159301,2.148581,0.325099,0.113646,0.075732,0.160757,0.587451,0.411719,1.264765,0.102891,0.729015,0.130391,0.78221,0.637691,0.538769,0.822421
Bad debts,7.422262,0.07579,0.047993,0.048996,0.003968,0.675465,0.681323,0.398613,1.263284,1.125218,0.254002,0.316979,0.644738,0.056509,0.074961,0.1087,0.091741,0.388441,0.245585,0.236324,0.076419,0.290498,0.034091,0.063017,0.166496
Rent paid on business property,87.994131,1.878675,0.392653,0.514079,0.084632,7.857258,5.693832,3.72636,7.721103,16.169642,6.594756,1.577584,0.605775,0.747124,1.075871,2.123203,1.277949,7.412607,0.08126,2.548447,0.604555,4.777602,1.860558,0.842735,4.65097
Taxes paid,71.91708,0.698856,0.279628,0.595168,0.077248,8.266806,6.713743,3.920503,7.868821,10.358211,3.086043,1.505258,0.437091,0.839001,0.782289,1.45971,0.468163,6.425414,0.274509,4.492976,0.281274,3.63532,1.252745,1.360185,2.71532
Interest paid,47.409313,1.010875,0.310725,0.510851,0.086392,3.871668,4.283954,2.713497,5.216301,6.871001,1.721745,0.940571,2.88376,1.444631,0.310936,1.563793,0.844261,1.697896,4.136152,0.943719,0.061175,1.245172,0.81106,1.503918,0.920972
Amortization,4.47258,0.030001,0.012161,0.047172,0.007668,0.174998,0.328098,0.249083,0.429783,0.618078,0.084691,0.542354,0.0692,0.030745,0.103717,0.05908,0.034467,0.316868,0.056614,0.144581,0.014644,0.178045,0.227601,0.094173,0.211694
Depreciation,61.551752,1.685905,0.674993,0.922443,0.138441,7.607998,8.063641,5.383753,4.936153,6.527955,5.611885,1.895953,0.263676,0.333868,0.311153,0.996972,3.040152,2.663398,0.256447,1.989342,0.159183,1.407783,1.327854,1.246315,1.724558
Depletion,0.597561,0.021354,0.126412,0.13912,0.0,0.018319,0.036917,0.238022,0.008943,0.003427,0.000475,1e-06,0.002205,1e-05,0.0,2.2e-05,0.001572,1.6e-05,0.000334,6.1e-05,0.0,0.0,8.5e-05,0.0,0.0
Advertising,33.237212,0.129022,0.066967,0.028386,0.010696,1.471387,2.402545,2.212479,3.201726,10.660066,0.246158,1.125499,0.329442,0.211956,0.39254,1.148048,0.221317,2.049653,0.078127,0.976413,0.310764,0.805586,0.655871,0.399976,1.348194
"Pension, profit sharing, stock, annuity",13.162205,0.039919,0.026075,0.059167,0.01513,1.666161,1.627182,0.742896,1.534252,1.016896,0.358091,0.334903,0.054705,0.332275,0.26982,0.474444,0.059731,2.173385,0.081647,0.26525,0.033544,1.386091,0.150288,0.084067,0.285829
Employee benefit programs,27.602953,0.223729,0.06968,0.177913,0.018099,4.155434,4.165493,2.119235,2.687329,3.497733,1.258892,0.762827,0.156581,0.26619,0.392824,0.366275,0.11633,2.525017,0.152532,1.355511,0.115403,1.18601,0.247514,0.244689,0.706711
"Net loss, noncapital assets",0.90985,0.016447,0.00161,0.037126,0.000107,0.067561,0.090421,0.024976,0.123225,0.125955,0.013968,0.031224,0.020489,0.041146,0.00172,0.023026,0.047995,0.036336,0.08649,0.00662,0.006909,0.040079,0.018815,0.000619,0.010173
