items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,436.654569,4.684778,2.421072,8.417604,0.568675,51.543358,34.663278,16.369095,38.656677,39.620829,7.924069,7.488225,13.92442,59.614573,8.222404,11.792251,0.0,38.549433,32.929123,11.858653,2.611115,17.567143,6.063672,11.096217,6.39329
Inventories,382.586363,4.881318,1.966897,1.132593,0.142045,20.474892,51.30295,30.586093,115.574816,138.257115,1.428266,1.131631,0.181048,0.0,0.0,0.212924,0.0,4.034838,0.01242,1.662074,0.292119,0.586668,0.375838,2.078324,2.517647
Land,60.598336,5.985655,0.631555,1.185223,0.115743,6.769561,3.552205,1.998519,3.917936,10.445007,1.385781,0.661046,0.405882,0.572687,0.136225,7.595028,0.0,1.361631,1.59807,1.012583,0.145921,1.298902,1.113941,6.333204,1.849173
Total receipts,5811.228533,58.927716,30.913377,49.252589,7.052354,734.249534,436.727461,300.197415,1219.285839,1183.061254,185.057928,73.961824,31.754483,46.814342,42.016424,66.754185,0.0,435.950194,33.3857,201.585204,23.703946,265.02778,50.899343,188.363079,106.084701
Business receipts,5680.133194,51.986781,29.494252,45.817266,6.967555,728.089437,431.200259,297.88876,1210.394563,1163.541118,181.796042,72.613568,21.834164,43.15934,41.006321,61.672853,0.0,428.051443,8.615407,198.524985,23.587924,256.560733,48.966123,185.964068,104.649338
"Net gain, noncapital assets",13.264017,0.262905,0.16924,0.407236,0.001054,0.913744,0.928274,0.407531,1.203745,0.765407,1.592117,0.135929,2.564723,0.268419,0.04285,0.461739,0.0,0.31831,0.595816,0.249404,0.006725,0.189165,0.077297,0.405399,0.224363
Other receipts,116.482332,6.669129,1.244628,3.009018,0.083745,5.160433,4.561937,1.872069,7.634559,18.696189,1.662015,1.179448,7.255831,3.341089,0.960758,4.601581,0.0,7.562995,23.389044,2.80399,0.107957,8.276047,1.850048,1.988161,1.208227
Total deductions,5354.359358,52.634446,28.017356,38.016578,6.556851,684.478819,394.866637,277.678378,1169.05069,1144.080593,173.083164,64.571047,24.197226,36.594323,33.253032,52.462804,0.0,375.117677,15.810988,184.946079,21.36486,226.889705,44.201975,174.53475,96.518422
Cost of goods sold,3511.671079,24.774121,17.779904,19.525948,5.143191,533.22256,288.965822,211.232024,989.606862,935.725832,74.524893,29.546968,0.0,0.0,0.0,3.291939,0.0,129.514038,0.0,79.051116,3.658068,22.119525,9.347886,73.314786,42.921391
Compensation of officers,215.647764,0.763463,0.487335,1.253631,0.168727,21.212731,11.651919,5.955389,18.344162,15.531077,7.959001,5.233342,1.40502,4.635233,5.921478,5.791364,0.0,41.710871,1.747851,7.154309,1.318761,36.251352,8.580486,5.37866,6.194482
