items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,297.56109,2.343141,1.349722,7.573048,1.020876,58.549543,22.038862,9.730099,28.709754,25.973417,5.659528,4.826272,7.402608,29.581903,5.951034,6.424833,1.59802,26.649708,15.345254,7.246632,1.649714,11.688483,4.262129,6.729351,4.389666
Inventories,265.661728,2.628222,0.924234,1.182291,0.34126,23.325024,38.957935,20.918022,82.953383,82.031456,1.060613,0.770957,0.0,0.426494,0.0,0.184849,0.774977,2.850338,0.011942,0.888096,0.086735,0.534249,0.542587,1.391152,1.716115
Land,46.377967,3.810491,0.357607,0.864346,0.079671,7.317827,2.477255,1.318099,3.159394,6.316379,1.175754,0.623626,0.515708,0.376228,0.066314,6.450876,0.087696,1.0994,1.290274,1.025936,0.115056,0.82857,1.179597,4.353765,1.309347
Total receipts,4633.763195,33.897581,17.342121,44.75451,10.009494,758.884478,354.331073,228.392396,1000.314012,786.859559,148.707885,65.597777,24.046406,56.436552,33.751522,45.078974,18.16552,347.848211,28.515794,154.726242,15.097931,209.819986,33.890775,123.279005,81.24963
Business receipts,4533.63055,29.464233,16.657341,41.061516,9.848655,752.388811,350.560753,226.393326,992.01331,776.613378,145.532234,62.671593,17.915166,51.6748,32.657479,42.162924,16.914198,340.353092,8.87392,152.832572,14.974444,205.378302,32.553069,121.502373,80.528081
"Net gain, noncapital assets",8.961223,0.166722,0.207957,1.185512,0.015676,0.880839,0.493522,0.38864,0.812412,0.49655,0.921574,0.099182,0.236824,0.049824,0.260539,0.575686,0.662166,0.358397,0.172317,0.245854,0.000805,0.230307,0.03442,0.30074,0.158991
Other receipts,89.558443,4.241543,0.473434,2.470426,0.137864,5.492657,3.177743,1.551456,7.405232,9.699563,2.232637,2.723041,5.809319,4.653206,0.829146,2.316952,0.587437,6.996299,18.864328,1.634882,0.121339,4.204358,1.291622,1.468296,0.538702
Total deductions,4271.524555,30.002433,15.525482,32.694292,9.393802,705.036152,323.561961,213.765666,958.021333,762.530474,138.810518,57.995217,19.503501,45.495881,26.692261,36.479965,15.758946,297.717893,18.790298,141.208939,13.027391,180.225328,28.559738,114.870549,74.369336
Cost of goods sold,2800.276608,13.283289,8.41502,16.334397,8.151969,560.295189,236.662976,159.644763,804.025255,611.071302,60.061543,25.650059,0.000154,0.013872,0.244587,2.281246,5.255976,105.67349,0.00409,66.406587,2.514219,21.758601,5.257509,47.262303,31.35623
Compensation of officers,178.674231,0.445812,0.430612,1.299287,0.07707,21.05884,9.254152,4.762271,16.682261,11.786973,5.844702,3.941908,1.063241,7.247075,4.903399,4.415562,0.822775,35.182893,1.627413,6.604923,0.824782,27.520062,3.624378,3.854818,4.986514
Salaries and wages,443.334579,2.318164,1.463343,2.869661,0.289614,34.998879,25.139761,15.163723,53.987961,51.615357,17.297328,10.264451,4.893824,11.356939,10.212815,13.327945,2.13676,58.414301,3.018344,31.342005,3.724773,49.260739,5.438001,21.419049,12.63693
Repairs,25.62992,0.702487,0.472065,0.424258,0.035996,2.615894,1.704639,1.13337,2.642844,3.009998,2.555126,0.397863,0.163134,0.13066,0.207302,0.487263,0.417719,1.557108,0.325233,1.158156,0.185207,1.855994,0.431262,2.123384,0.857638
Bad debts,9.125333,0.006184,0.016123,0.042516,0.014294,1.05474,0.597977,0.291637,1.461027,0.735488,0.210855,0.190972,2.12272,0.089846,0.063779,0.067349,0.044536,0.376476,0.882536,0.287469,0.076016,0.294178,0.027051,0.029444,0.13537
Rent paid on business property,108.722317,1.930063,0.271694,1.062284,0.053669,11.820411,6.119175,3.650845,10.504771,15.491668,7.185027,1.295553,0.896915,1.40044,1.419943,1.608075,1.089326,10.725995,0.239195,3.325466,1.163521,12.073041,1.902346,8.211268,5.180039
Taxes paid,75.338386,0.436073,0.235317,1.201613,0.065156,8.753069,4.406114,2.942892,8.812487,9.489266,3.232815,1.37382,0.589002,1.126118,1.017793,1.201414,0.471877,8.844567,0.624122,4.610015,0.45474,7.133353,1.135294,4.606385,2.441924
Interest paid,39.193337,0.460626,0.170215,0.549753,0.0517,2.703332,2.43896,1.763492,4.053413,3.792851,1.202602,1.479135,3.838498,1.186074,0.301308,0.770527,0.412882,1.497004,7.175574,0.926544,0.05697,1.55736,0.376824,1.62943,0.737926
Amortization,5.837516,0.043226,0.00859,0.123233,0.008099,0.151954,0.360287,0.28494,0.660227,0.620126,0.098634,0.6714,0.1176,0.163566,0.279921,0.083135,0.019839,0.383289,0.2789,0.225382,0.019469,0.394265,0.168767,0.400234,0.267282
Depreciation,62.427671,1.331797,0.711293,2.366077,0.115407,9.076403,7.445877,5.379116,6.009596,5.533327,4.890784,1.209462,0.390096,0.619012,0.262924,0.594181,2.489921,2.630852,0.71033,2.421924,0.243059,2.741731,0.913121,2.675887,1.475743
Depletion,0.425904,0.000419,0.0,0.232251,5.4e-05,0.033055,0.136422,0.015007,0.002786,0.000376,0.002701,0.000385,0.0,0.001011,0.0,7e-06,0.0,0.0,1.1e-05,0.000853,0.0,0.0,0.0,0.0,0.0
Advertising,34.809303,0.079168,0.023086,0.059445,0.002988,2.079139,2.199969,2.021785,4.003456,8.101648,0.302028,0.665813,0.587394,0.697203,0.48205,1.124416,0.19693,3.609173,0.211839,1.4279,0.462256,1.751351,0.62007,2.777588,1.139789
"Pension, profit sharing, stock, annuity",19.697233,0.049617,0.048653,0.208259,0.010211,2.728333,1.69387,0.906655,2.316866,0.994718,0.450571,0.357222,0.077861,0.719405,0.442079,0.427572,0.044549,3.808374,0.223073,0.527416,0.062452,2.978242,0.289077,0.099355,0.211652
Employee benefit programs,40.821637,0.244429,0.114332,0.356082,0.017557,7.825661,5.002047,2.566428,4.416677,3.60824,1.802717,0.675235,0.262357,0.867669,0.587782,0.386441,0.136723,4.568215,0.487127,1.813742,0.198874,2.975179,0.280195,0.824823,0.728078
"Net loss, noncapital assets",0.705284,0.001499,0.007333,0.008362,3.1e-05,0.057203,0.06862,0.029365,0.056361,0.237409,0.021012,0.006119,0.047751,0.006082,0.002743,0.002522,0.051213,0.007574,0.059811,0.015592,2.4e-05,0.006213,0.002065,0.00725,0.002672
Other deductions,426.505297,8.669579,3.137807,5.556816,0.499985,39.78405,20.331113,13.209376,38.385344,36.441727,33.652072,9.815817,4.452954,19.870909,6.263836,9.702311,2.167923,60.438582,2.922698,20.114965,3.041029,47.925019,8.093778,18.94933,12.21155
Total receipts less total deductions,362.238639,3.895148,1.816639,12.060218,0.615692,53.848326,30.769112,14.62673,42.292678,24.329084,9.897366,7.60256,4.542905,10.940671,7.05926,8.599009,2.406573,50.130319,9.725496,13.517303,2.070541,29.594658,5.331037,8.408456,6.880294
Net income,360.625661,3.870065,1.813249,12.023162,0.608392,53.726156,30.670055,14.567755,42.209621,24.279017,9.875927,7.4986,4.457807,10.881949,7.054903,8.575597,2.404853,49.989896,9.120267,13.50437,2.069197,29.587639,5.319373,8.400859,6.856437
