items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,294.920709,3.389062,1.68987,6.053496,0.846711,46.943335,19.677046,10.976083,25.901234,34.219408,6.216535,6.836824,10.961605,8.133887,8.064252,24.17052,2.727658,23.982594,15.102336,8.055162,1.193577,9.588481,5.103911,9.519771,4.77525
Inventories,386.285723,3.798528,0.863353,0.826466,0.318699,64.488154,46.32884,24.263093,89.849822,140.09694,1.358419,1.169558,0.001212,0.009337,0.0,0.132433,1.588977,2.700868,0.025336,0.936299,0.070491,0.519646,1.268742,2.495522,2.939351
Land,101.057179,8.283075,1.141041,1.157747,0.108747,17.243847,3.065753,1.898192,3.383428,8.392946,1.158838,0.7707,0.426856,0.247177,0.055108,36.93152,0.532549,1.239687,1.28723,1.361688,0.168752,1.171654,2.281493,6.430091,2.316605
Total receipts,5252.513618,41.901347,22.945777,41.763348,9.69458,827.513423,399.337805,251.160779,972.969213,1163.99041,154.834811,63.930722,43.712808,28.407346,49.958095,104.148261,23.413201,340.782932,22.820282,181.505128,11.456697,176.035682,41.571151,172.452853,104.88857
Business receipts,5147.016759,38.409378,22.203709,38.611478,9.501131,819.368896,394.849934,248.931184,963.875132,1148.107034,152.390721,62.569818,33.181863,25.744557,48.913086,98.496784,22.134588,333.659722,7.737224,179.730067,11.265229,173.05329,39.846938,169.76206,103.722527
"Net gain, noncapital assets",11.998752,0.42257,0.305821,0.528895,0.010303,1.310694,0.958064,0.389688,1.230599,0.986839,1.027126,0.295288,0.658126,0.087848,0.183333,0.911063,0.787968,0.277689,0.099299,0.211281,0.000312,0.291211,0.092138,0.625173,0.288893
Other receipts,91.705442,3.039515,0.433695,2.592156,0.182311,6.740452,3.452838,1.771156,7.78991,14.815259,1.409092,0.98905,9.768965,2.49944,0.855095,4.623211,0.484988,6.769746,14.204124,1.54103,0.188856,2.686357,1.620065,2.059018,0.86164
Total deductions,4967.817445,41.003095,22.114619,32.647735,9.264145,780.66693,373.13846,237.631546,939.278163,1140.662832,148.93964,59.501365,37.571493,24.093921,42.520043,90.911983,22.027325,305.848312,15.398178,171.873543,10.163706,156.475403,38.529764,165.724567,100.825791
Cost of goods sold,3225.118818,16.107393,13.215927,16.879217,8.214448,605.944751,268.991438,171.657005,770.269292,913.119873,63.588644,22.402355,2.650915,0.836209,7.667236,20.338561,7.306896,97.224729,0.040504,86.580569,1.66541,15.799553,8.194437,64.362789,41.410576
Compensation of officers,191.364155,0.729162,0.802027,0.917066,0.069875,24.270874,11.405697,5.653837,18.347646,16.908878,3.282599,4.016814,1.925008,4.880574,5.275418,8.154636,0.716879,34.563889,1.474773,7.552356,0.839055,25.499246,2.803129,5.034436,6.173059
