items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,199.927925,2.051499,1.120335,3.431329,0.696526,31.457395,15.949567,8.959525,19.626704,25.124389,4.121002,4.347775,5.500175,4.738631,4.458114,12.7025,1.689666,17.427453,10.169825,5.334514,0.951129,5.67879,3.270818,1.845631,4.135631
Inventories,263.793245,2.926282,0.570159,0.573083,0.086317,34.563018,34.710636,19.860875,59.497937,99.161682,0.955087,1.418353,0.0,0.0,0.0,0.059379,1.047209,1.833306,0.017314,0.775115,0.067261,0.410709,0.733812,0.306241,2.401362
Land,75.301985,7.318729,1.036331,0.721821,0.07262,9.929187,2.911747,1.411915,2.746564,6.246807,0.96348,0.68873,0.21923,0.133578,0.171201,27.738102,0.423587,0.74434,0.577697,0.852095,0.131842,0.859352,2.492975,3.470068,1.502603
Total receipts,3761.51235,35.363456,15.712619,22.615938,5.034542,553.619493,297.476742,209.768709,656.547572,896.622561,95.743687,49.394198,22.188246,23.503856,28.324748,56.166042,19.513516,242.934166,15.484743,130.772974,10.828035,122.701519,34.489926,16.518166,88.047642
Business receipts,3691.120151,31.745869,15.010264,21.045041,4.768769,548.845825,294.758404,208.051502,651.090111,883.845831,94.544623,50.260811,17.686039,22.002009,27.967904,50.616876,18.40755,237.290575,5.066274,129.415845,10.723655,120.644625,33.184725,16.134322,87.427839
"Net gain, noncapital assets",6.349825,0.374319,0.100288,0.315919,0.162595,0.652205,0.433222,0.196102,0.495816,0.711901,0.44448,0.223628,0.158073,0.036342,0.009197,0.231167,0.57229,0.153198,0.121789,0.101023,0.029621,0.02853,0.238871,0.082073,0.122425
Other receipts,62.669409,3.229268,0.601734,1.236902,0.102525,4.027647,2.114458,1.462629,4.861302,12.021254,0.743903,-1.145575,4.24939,1.350912,0.27825,5.2771,0.52862,5.447,9.935378,1.220691,0.067311,2.021451,1.054762,0.299481,0.489763
Total deductions,3617.587204,35.572174,15.646337,18.82023,4.815217,530.007168,285.541261,202.400306,639.533146,881.521971,94.772541,50.038619,19.146798,22.133442,24.462308,52.160346,19.25258,221.991573,10.941603,124.709813,10.196024,110.811453,33.218902,16.677726,84.565022
Cost of goods sold,2318.618935,14.331441,8.673129,9.319435,3.783959,410.510618,199.286197,142.456937,514.885896,702.010505,35.894997,17.649603,1.810646,1.960647,4.416303,10.425596,6.015797,70.529876,0.126813,59.908971,2.272591,10.497343,6.630607,2.814633,36.856179
Compensation of officers,143.262179,0.525954,0.593461,0.528498,0.073356,17.469241,9.390851,5.993649,13.426737,14.276572,2.499643,3.491372,1.311496,4.433007,3.684195,4.04253,0.587052,25.984008,0.874114,5.323015,0.675327,16.435371,2.664547,0.395093,5.358923
Salaries and wages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Repairs,23.000445,0.986299,0.400101,0.390264,0.025798,2.09939,1.31745,1.046575,2.157791,3.255724,2.236977,0.31402,0.13943,0.091527,0.139756,0.56416,0.491857,1.301148,0.13282,0.762281,0.170686,0.961805,0.683799,0.52849,0.957489
Bad debts,9.608485,0.016226,0.023826,0.04912,0.005499,0.970109,0.824294,0.673971,1.812304,1.126301,0.24367,0.289047,0.779252,0.1187,0.050389,0.185657,0.142457,0.463502,0.487591,0.531413,0.040237,0.308203,0.072772,0.092628,0.162352
Rent paid on business property,97.040772,2.055833,0.323109,0.660326,0.08259,8.549853,5.94682,4.189495,8.230821,17.442715,6.309834,1.549724,0.792581,0.900223,1.088221,2.263459,1.308353,8.437896,0.113651,3.224612,0.754141,5.949581,2.520287,0.674597,5.533094
Taxes paid,76.968469,0.717047,0.298195,0.717729,0.068751,8.902894,6.486001,4.355392,8.1146,10.780775,3.094234,1.364747,0.558248,0.644456,0.7842,1.447616,0.561816,7.304774,0.33487,5.329778,0.39269,4.464088,1.430133,1.283266,3.000134
Interest paid,49.42035,0.968177,0.272876,0.458353,0.063604,3.942172,4.011067,2.572796,4.715324,6.335035,1.625553,0.983144,3.090879,0.919087,0.258009,4.49752,0.840049,1.550566,4.745828,1.030555,0.072715,1.367302,0.998887,1.554556,1.056935
Amortization,5.809155,0.032752,0.012381,0.042112,0.009338,0.216544,0.366849,0.272069,0.677111,0.589415,0.11397,0.754731,0.088235,0.1693,0.154815,0.344849,0.034588,0.323639,0.118626,0.162885,0.020975,0.255873,0.298452,0.106792,0.212186
Depreciation,67.038799,2.0984,0.754558,1.163445,0.12421,8.171959,8.549888,5.99927,5.443218,6.954165,5.542354,1.823322,0.332141,0.352239,0.307484,1.019069,3.398186,2.873583,0.343719,2.193498,0.23446,1.665298,1.655782,1.379479,2.135637
Depletion,0.394116,0.01203,0.131771,0.164142,7e-06,0.020584,0.026197,0.015438,0.013302,0.002209,0.000429,0.001257,7e-06,0.0,0.000248,6.1e-05,0.0,5.2e-05,0.001627,0.000935,0.0,0.000127,0.0,0.0,0.000527
Advertising,34.456718,0.120976,0.065779,0.034298,0.019205,1.624237,2.260678,2.545659,3.216444,10.827797,0.257116,0.775354,0.421617,0.15297,0.272848,1.25183,0.249909,2.31363,0.091918,1.050848,0.465923,1.044823,0.619659,0.371716,1.454404
"Pension, profit sharing, stock, annuity",14.629966,0.04658,0.057839,0.065742,0.014137,2.074991,1.412091,0.788551,1.606134,1.116238,0.31532,0.305367,0.104925,0.306485,0.331682,0.413244,0.035311,2.682562,0.081206,0.341363,0.051667,1.921282,0.223142,0.036827,0.20898
Employee benefit programs,32.180869,0.272643,0.08887,0.220262,0.022157,5.125977,4.518057,2.379831,3.081613,3.92704,1.304139,0.61879,0.187467,0.254464,0.416616,0.426143,0.159363,3.115146,0.200594,2.008773,0.160936,1.620326,0.249348,0.214808,0.925516
"Net loss, noncapital assets",1.059332,0.173604,0.021818,0.002756,0.000649,0.062362,0.103752,0.038663,0.068829,0.148132,0.017818,0.012289,0.027171,0.084046,0.000388,0.027927,0.101777,0.034034,0.017565,0.029377,0.004508,0.038454,0.020339,0.000186,0.010073
