items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,236.041547,2.064215,1.340237,5.503711,0.666452,41.041684,17.37207,9.823707,22.642618,28.771212,4.853746,4.72187,8.863395,5.366353,7.166879,10.003178,1.773869,19.764937,12.166302,6.787911,0.906466,8.705398,3.716995,7.944231,3.679224
Inventories,307.555047,2.388448,0.658079,0.707564,0.307904,50.684418,36.833283,20.119097,78.845726,106.017984,1.1524,0.698759,0.001212,0.0,0.0,0.130381,1.081474,2.127917,0.000675,0.824853,0.060174,0.45921,0.726027,1.819721,1.909741
Land,48.372924,4.116364,0.237666,0.857917,0.095323,10.554266,2.575588,1.587927,2.918473,6.322412,0.787547,0.315055,0.348222,0.150568,0.054311,6.339559,0.359859,0.754957,1.009639,1.003109,0.132297,0.847051,1.21002,4.384131,1.409451
Total receipts,4422.431041,28.679377,16.755485,36.325384,8.317066,718.019251,337.534904,214.697067,868.86928,938.255688,125.527097,50.712958,38.014187,23.682052,45.439084,89.10324,16.747841,292.778817,22.689452,148.247236,10.049262,147.957036,32.099694,132.670389,78.183935
Business receipts,4328.451012,25.894971,16.141337,33.279263,8.117468,710.263919,333.732524,212.587408,861.010997,925.330155,123.538778,49.46794,28.316208,21.377309,44.395975,83.847712,15.634303,287.024567,7.503029,146.568252,9.855484,145.494337,30.526305,130.459658,77.377407
"Net gain, noncapital assets",10.111852,0.309757,0.245572,0.499646,0.010303,1.082889,0.859632,0.320148,1.118999,0.803906,0.845851,0.128537,0.581056,0.035714,0.182553,0.840557,0.693367,0.217201,0.0934,0.181288,0.000312,0.235858,0.072221,0.493655,0.240998
Other receipts,82.642332,2.455857,0.36756,2.518318,0.188463,6.595429,2.872238,1.733152,6.671206,12.053782,1.136251,1.051482,9.028698,2.231774,0.854758,4.397917,0.417135,5.470695,14.612295,1.480853,0.19154,2.222409,1.490789,1.711471,0.551685
Total deductions,4073.126253,25.217175,15.275037,26.683531,7.786073,663.489462,307.180072,198.691115,830.871621,907.334141,117.019465,43.315825,30.993529,17.201834,37.498641,71.344522,14.308841,252.747597,13.806184,136.53093,8.471159,126.216417,26.695753,122.174008,71.610687
Cost of goods sold,2694.948135,10.568624,9.296189,13.23192,6.931878,522.839215,224.188469,144.979419,687.105029,731.451642,50.780634,17.369118,2.337889,0.772792,7.073426,16.020168,5.453274,78.739564,0.009372,66.599036,1.47598,11.721355,6.067847,49.064993,30.379708
Compensation of officers,157.580074,0.533473,0.485802,0.786884,0.05421,20.05066,9.637744,4.743818,15.442721,13.136767,2.626139,3.299505,1.568197,3.773571,4.928247,6.591628,0.49991,27.815671,1.31409,6.341594,0.709878,22.430769,2.199092,3.890193,4.661122
Salaries and wages,434.739638,2.287835,0.98959,2.802185,0.145215,34.861748,23.430852,15.39709,50.851564,62.133928,16.334294,7.952476,10.702379,5.781689,12.527379,24.633404,1.854968,54.694467,2.50675,28.812279,2.390135,33.620906,5.483981,23.230825,11.30032
Repairs,24.632643,0.696166,0.358548,0.643483,0.008782,2.439256,1.635255,1.169623,2.607178,3.316223,2.263053,0.340246,0.255703,0.066587,0.281926,0.666083,0.350968,1.305957,0.231224,1.037675,0.15143,1.334201,0.390577,2.324316,0.75563
Bad debts,6.47589,0.010808,0.01119,0.022473,0.001986,0.714542,0.471874,0.259928,1.086749,0.731129,0.181044,0.148191,1.287488,0.02646,0.061075,0.082034,0.043594,0.264882,0.400709,0.20279,0.031421,0.225541,0.030159,0.039564,0.137543
Rent paid on business property,99.208424,1.285013,0.382357,0.821138,0.046079,9.629333,5.161019,3.500222,9.827493,16.470176,6.897819,1.476354,1.278988,0.610692,1.489058,3.78017,1.066881,8.842984,0.183297,2.946176,0.654008,7.574517,1.249465,8.59602,5.437466
Taxes paid,82.885718,0.549318,0.276593,1.091889,0.048143,10.923362,6.689036,3.985268,8.771248,11.384636,3.509658,1.210838,1.029972,0.56146,1.174027,1.552105,0.441886,8.352874,0.501413,5.970783,0.375837,5.144174,1.156398,5.560253,2.61444
Interest paid,36.060564,0.5036,0.170764,0.40592,0.035438,3.545653,2.501448,1.662032,3.922033,4.816497,1.076859,0.359087,3.844627,0.315187,0.292542,0.956296,0.442652,1.39139,4.84252,0.786276,0.058205,1.051103,0.384109,2.008342,0.682568
Amortization,4.777535,0.027726,0.017562,0.032765,0.014068,0.215522,0.304905,0.269662,0.544126,0.679465,0.083595,0.415161,0.052654,0.025028,0.191082,0.070002,0.032465,0.271674,0.111926,0.151483,0.011784,0.253319,0.192413,0.574546,0.233764
Depreciation,48.110602,1.139554,0.552999,1.153894,0.068191,6.573436,5.688269,4.165742,4.430461,5.179529,4.265175,0.880509,0.343884,0.149557,0.287391,0.841896,2.002251,1.902218,0.38773,1.847527,0.113588,1.526181,0.698615,2.572498,1.337943
Depletion,0.533566,0.0049,0.0,0.28599,0.000225,0.038974,0.145467,0.022721,0.019464,0.003338,0.003605,0.0,0.0,0.0,0.000185,0.002857,0.0,0.001104,3e-06,0.001376,0.0,0.0,0.0,0.000808,0.002547
Advertising,38.056741,0.096982,0.06753,0.031434,0.011042,1.947794,2.169286,2.455241,3.61365,11.296991,0.313042,0.660959,0.832049,0.234786,0.508061,2.021445,0.16801,3.231918,0.236147,1.253838,0.318977,1.542672,0.609257,3.112533,1.322548
"Pension, profit sharing, stock, annuity",17.907646,0.086243,0.038752,0.127299,0.011742,2.230035,1.630956,0.828041,2.121731,1.202035,0.364453,0.438255,0.192311,0.276379,0.505712,0.847395,0.088538,3.182736,0.15878,0.411484,0.047331,2.337083,0.383005,0.224985,0.171568
Employee benefit programs,38.844897,0.275459,0.058536,0.343676,0.019802,6.20058,4.595582,2.541424,3.980845,4.547594,1.81672,0.666067,0.411861,0.244239,0.802294,0.632832,0.12409,4.084052,0.40912,2.845066,0.174698,1.779785,0.250894,0.958491,1.078383
"Net loss, noncapital assets",0.512679,0.018166,0.000151,0.011126,2.6e-05,0.027125,0.038977,0.041964,0.037198,0.241392,0.001723,0.005221,0.01245,0.001469,0.000962,0.002085,0.003795,0.009084,0.040591,0.004092,0.000201,0.001231,0.003761,0.005298,0.004589
Other deductions,387.8515,7.133309,2.568474,4.891456,0.389248,41.252226,18.890932,12.668919,36.51013,40.742799,26.50165,8.093839,6.843076,4.361938,7.375274,12.644123,1.735558,58.657022,2.472513,17.319455,1.957686,35.673581,7.59618,20.010343,11.490546
Total receipts less total deductions,349.304789,3.462202,1.480448,9.641853,0.530993,54.529789,30.354832,16.005951,37.997659,30.921547,8.507633,7.397133,7.020659,6.480218,7.940443,17.758718,2.439,40.03122,8.883269,11.716306,1.578104,21.740619,5.403941,10.496381,6.573248
Net income,348.078943,3.443409,1.479432,9.613696,0.530161,54.452775,30.284324,15.949591,37.929582,30.853702,8.501416,7.332134,6.932434,6.442963,7.934644,17.741664,2.435964,39.964865,8.40254,11.699463,1.576177,21.736188,5.393562,10.490775,6.559403
