items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,417.665254,4.615476,2.389238,8.573413,0.907662,46.058138,29.625579,15.20174,37.034811,36.327091,8.419247,7.447684,14.86546,56.385645,7.037854,10.642459,2.633107,38.806917,35.576031,11.004844,2.66556,18.057329,5.978364,11.07405,6.230879
Inventories,353.079348,4.981558,2.009293,1.385323,0.115902,17.866989,47.663617,30.508478,110.878112,122.740413,1.399001,0.805704,1e-06,0.0,0.0,0.115632,2.144195,3.106042,0.006076,1.533626,0.23004,0.584045,0.521534,2.031429,2.452338
Land,59.30921,6.266567,0.544302,1.104351,0.119356,6.913353,3.289795,2.024847,4.057101,9.432966,1.438682,0.634328,0.429776,0.605849,0.11388,7.708283,0.371898,1.221937,1.480013,1.05413,0.163073,1.215206,0.981073,6.336131,1.802311
Total receipts,5577.63932,61.534123,31.842952,50.707074,7.111988,659.703484,402.208545,301.097238,1216.962511,1112.258965,188.397517,65.551954,39.809794,41.632073,37.283309,57.584865,26.198496,443.807742,32.189562,186.296068,24.129746,252.50882,51.100063,180.29037,107.054624
Business receipts,5445.04223,54.209806,30.661424,46.792623,6.919311,653.885828,397.222084,298.220564,1207.627882,1093.423571,184.981085,64.189748,28.105244,37.77149,36.653573,51.736306,23.918419,434.962904,8.878371,183.961295,23.992887,245.017114,49.151565,177.727794,104.796526
"Net gain, noncapital assets",16.491021,0.500351,0.106165,0.954557,0.011696,1.041489,0.964699,0.563022,1.32506,0.828043,1.12365,0.116426,4.634642,0.199352,0.098442,0.461519,1.178754,0.354044,0.721682,0.29032,0.033013,0.21107,0.073659,0.386699,0.311591
Other receipts,114.636336,6.803245,1.071109,2.942313,0.180973,4.569311,3.977902,2.281764,7.969217,17.953896,2.286241,1.209444,6.959275,3.618871,0.528677,5.369721,1.099719,8.475341,21.813637,2.033408,0.102749,7.277131,1.867193,2.170946,1.943533
Total deductions,5123.301809,54.430564,28.819144,38.622169,6.458808,614.72248,362.569485,278.009755,1165.44858,1074.085653,175.647446,56.709501,28.627094,31.507371,29.876557,44.941265,22.208572,379.440625,16.165564,169.866748,21.463573,215.369745,44.366162,166.469184,97.280685
Cost of goods sold,3349.60626,25.7006,19.334985,20.403732,4.888889,480.324633,266.915831,211.540197,989.039979,876.3138,75.700108,25.528862,0.0,0.0,0.0,2.008419,9.001789,124.114387,1.8e-05,72.938958,3.293868,18.286233,10.864107,69.787601,43.618495
Compensation of officers,209.056495,0.729762,0.526382,1.230481,0.180661,19.867672,11.138836,5.897218,18.430778,14.701136,8.803619,4.195358,2.228498,4.076575,5.350836,5.108926,0.82377,41.898871,1.831907,7.695575,1.416223,32.904032,8.86841,4.961845,6.16533
Salaries and wages,562.467877,4.233416,2.382249,3.758859,0.33634,32.856599,28.993398,18.530263,61.744343,69.262777,21.709073,9.201825,8.919001,11.539825,11.040588,16.797643,3.106541,85.761092,3.759887,42.740058,6.437688,63.921562,7.794874,31.33181,16.230567
Repairs,31.650314,1.207112,0.562315,0.680452,0.053336,2.464911,1.860514,1.492883,3.130583,3.855577,3.698608,0.393708,0.203231,0.145914,0.225376,0.688667,0.623469,1.802845,0.324917,1.41089,0.33316,2.085278,0.487757,2.967586,0.947828
Bad debts,7.940407,0.013122,0.015662,0.039323,0.00732,0.630541,0.399401,0.209915,1.174425,0.607421,0.152187,0.092059,2.190389,0.02359,0.047889,0.058281,0.086918,0.361585,0.761309,0.274694,0.142533,0.382762,0.018983,0.06934,0.180744
Rent paid on business property,130.030794,3.089751,0.445815,1.165813,0.105028,10.924983,6.135635,4.234632,11.883321,20.520074,8.052715,1.617418,0.971126,1.435994,1.694602,2.507974,1.180585,13.257573,0.26987,4.09255,1.859527,13.972513,1.657224,12.111814,6.83535
Taxes paid,107.031747,0.886845,0.515605,1.335699,0.081153,10.665298,7.310783,5.297915,12.598072,13.508051,4.309324,1.679038,1.015581,0.787742,1.309939,1.841046,0.559176,12.656997,0.71306,7.556772,0.816601,9.401894,1.430959,7.241102,3.505966
Interest paid,29.750073,0.697688,0.145881,0.337693,0.03018,1.875042,1.905842,1.47162,3.581589,3.699385,1.095088,0.362158,2.519813,0.932014,0.374189,0.646851,0.386161,1.529939,2.706011,0.723559,0.107516,1.553812,0.417031,1.926086,0.723316
Amortization,7.40972,0.071963,0.021782,0.064477,0.033913,0.194576,0.452265,0.376901,0.969,0.977634,0.153137,0.345377,0.133327,0.141458,0.349386,0.085945,0.127408,0.477174,0.439776,0.256019,0.030964,0.548698,0.229856,0.628995,0.299671
Depreciation,57.813515,1.947344,0.627443,2.420862,0.163036,5.42784,6.150015,4.922358,5.522015,6.085912,4.999326,1.17824,0.37561,0.493161,0.227287,0.725895,2.917802,2.377871,0.519731,2.151112,0.376453,2.458415,0.717102,3.551805,1.474534
Depletion,0.575012,0.001084,0.0,0.362822,0.0,0.028022,0.042591,0.071464,0.000103,0.018455,0.0,0.0,1e-06,0.0,0.0,0.005385,0.0,0.032109,4.9e-05,0.012829,0.0,0.0,0.0,9.8e-05,0.0
Advertising,42.690055,0.114615,0.032041,0.076312,0.01401,1.818481,1.943511,3.08818,4.741304,10.429644,0.393555,0.909748,1.119552,0.609196,0.61203,1.172093,0.216682,4.61717,0.212693,1.632796,0.752626,2.253208,0.533688,4.263383,1.130821
"Pension, profit sharing, stock, annuity",22.376368,0.073345,0.029705,0.195773,0.011009,1.918546,2.079456,1.136561,2.540522,1.222288,0.493643,0.427457,0.167173,0.79124,0.285419,0.48231,0.053418,4.485027,0.256024,0.568917,0.102046,4.172154,0.453864,0.166507,0.2637
Employee benefit programs,50.040368,0.242375,0.113161,0.534818,0.030008,7.421471,5.588651,3.37677,5.446298,4.832537,2.297344,1.04409,0.427058,0.756634,0.704889,0.669938,0.235103,6.24796,0.577196,2.733356,0.326102,3.673471,0.40242,1.168459,1.1846
"Net loss, noncapital assets",0.781114,0.000445,4.2e-05,0.010324,1.7e-05,0.034555,0.015705,0.028228,0.050044,0.278746,0.004152,0.000771,0.05551,0.002579,0.000705,0.011097,0.002776,0.142052,0.095481,0.005877,0.003179,0.015431,0.003875,0.016933,0.002583
Other deductions,514.081691,15.421097,4.066076,6.00473,0.523909,38.269312,21.637047,16.334649,44.596203,47.772216,43.785567,9.733388,8.301226,9.771448,7.65342,12.130795,2.886973,79.677972,3.697636,25.072787,5.465086,59.740281,10.486012,26.275821,14.717181
Total receipts less total deductions,454.337512,7.103559,3.023809,12.084905,0.65318,44.981004,39.63906,23.087483,51.513931,38.173312,12.750071,8.842453,11.1827,10.124702,7.406752,12.643599,3.989923,64.367117,16.023997,16.429321,2.666173,37.139076,6.733901,13.821186,9.773939
Net income,452.867778,7.082838,3.019556,12.067325,0.653172,44.774147,39.595201,23.055593,51.473579,38.119857,12.743528,8.806117,11.072068,10.082343,7.404135,12.626281,3.988319,64.351664,15.248125,16.418275,2.665075,37.13557,6.726255,13.816255,9.770964
