items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,204.021115,1.670444,1.063503,4.048605,0.432001,31.589517,16.146492,7.999449,20.99588,25.438888,3.96752,4.043466,8.538237,4.844868,6.977951,7.999058,1.283703,17.475427,10.613138,6.07837,1.093415,8.19041,2.950584,7.233467,3.176326
Inventories,273.385822,2.352213,0.494553,0.588392,0.20807,41.449946,32.437164,17.156977,68.115089,101.73129,0.689449,0.723339,0.002109,0.0,0.0,0.007556,0.526524,2.040005,0.006755,0.726697,0.10808,0.330313,0.456317,1.632215,1.598737
Land,40.208525,3.511743,0.318062,0.778983,0.040498,8.382663,2.3932,1.248338,2.555536,5.198246,0.818185,0.280293,0.395179,0.061318,0.081715,5.182917,0.097311,0.776394,0.833791,0.713682,0.09542,0.759899,0.949616,3.701714,1.030688
Total receipts,3776.76108,26.854615,13.807072,25.826216,6.007652,564.192157,290.572638,185.868406,735.968493,854.156013,99.715801,50.202091,34.916626,21.276559,40.772801,70.156397,12.865409,252.486998,18.569116,122.500373,11.444709,129.992137,28.222586,117.385278,61.671183
Business receipts,3695.352913,25.234258,13.382912,23.777521,5.900115,557.477118,287.389995,184.20758,730.024903,842.688944,98.153272,47.398778,25.180824,19.11625,39.933488,65.851025,12.160317,247.705248,6.430824,119.82443,11.323029,128.120863,26.446481,115.260321,61.305925
"Net gain, noncapital assets",11.038773,0.116974,0.072551,0.39252,0.001623,0.975539,0.399693,0.345524,0.352829,0.456592,0.816269,1.443092,3.145285,0.062176,0.034155,0.491825,0.474208,0.304978,0.170173,0.251484,0.002686,0.065496,0.308231,0.298214,0.056656
Other receipts,69.422209,1.491244,0.351239,1.638624,0.105591,5.697706,2.720207,1.273913,5.527659,10.984798,0.742877,1.326239,6.498121,2.058081,0.801539,3.802616,0.229656,4.45295,11.53369,2.410924,0.117642,1.803375,1.464056,1.823691,0.295476
Total deductions,3492.282698,24.302631,12.580216,19.865596,5.693263,525.234729,266.009639,172.99538,704.819536,827.173744,93.516408,41.884197,27.688036,15.756805,34.031881,56.962505,11.504691,219.242688,11.418142,111.802013,9.933285,110.333634,23.277052,108.654503,56.606344
Cost of goods sold,2296.561531,11.389349,7.529914,9.834255,4.965746,408.350152,191.452717,124.907286,578.549662,666.18566,42.729321,17.5726,2.078356,0.724014,5.132982,12.316846,4.41699,66.00775,0.014795,54.639639,1.727865,14.498363,4.283749,44.033405,22.599131
Compensation of officers,139.462422,0.422424,0.426885,0.5049,0.042098,16.522906,8.001161,4.247236,13.177244,12.071392,2.258199,2.928699,1.589117,3.60365,5.453659,5.136846,0.410328,26.937784,1.117551,4.670349,0.688914,19.308095,2.792071,3.131616,3.938424
Salaries and wages,374.130375,1.97623,1.12176,1.695972,0.131657,28.676915,20.943044,13.55565,44.266248,56.127427,12.792918,7.369325,9.303305,4.916663,12.212685,19.042701,1.629035,48.197524,2.17917,22.904484,3.25702,26.760672,4.583493,20.583747,9.879316
Repairs,20.658743,0.506424,0.233421,0.399163,0.010446,2.227649,1.330919,0.947835,2.116278,3.032317,1.799826,0.327204,0.211585,0.046886,0.234701,0.557692,0.217598,1.058286,0.204281,0.863616,0.124131,1.118899,0.345869,2.160719,0.581571
Bad debts,6.551198,0.008041,0.042158,0.053835,0.007839,0.699398,0.334659,0.315334,1.094678,0.791694,0.110781,0.232943,1.377743,0.003675,0.07519,0.078811,0.042471,0.274515,0.397044,0.175058,0.042133,0.221336,0.023277,0.041578,0.105368
Rent paid on business property,85.627027,1.1572,0.200724,0.697517,0.05024,7.962301,4.658974,2.834187,8.132272,15.599822,4.840396,1.232232,1.165817,0.570877,1.33659,3.339591,0.965277,8.221244,0.154378,2.67987,0.609742,6.502737,1.108557,7.396403,4.198954
Taxes paid,71.928359,0.49228,0.228332,0.754902,0.032389,8.990011,5.771344,3.445478,8.300391,10.396666,2.831843,1.165437,0.912468,0.499037,1.037208,1.387527,0.38633,7.095664,0.469243,5.062679,0.386395,4.32451,0.953749,4.780909,2.212315
Interest paid,26.238784,0.373504,0.133754,0.305708,0.020252,2.556505,1.872726,1.149045,2.925308,3.528123,0.799154,0.357649,2.873755,0.418984,0.212393,0.674276,0.253698,0.803566,3.253493,0.602731,0.050753,0.854713,0.276458,1.446534,0.483826
Amortization,4.136391,0.022811,0.013513,0.029843,0.011045,0.21098,0.284325,0.242862,0.465608,0.535459,0.057882,0.420672,0.089938,0.015453,0.161868,0.120215,0.013378,0.207471,0.107456,0.126219,0.009825,0.208826,0.241714,0.359639,0.177867
Depreciation,55.697993,1.142297,0.634842,1.366798,0.088405,7.450527,7.21156,4.967195,5.466198,6.437555,4.295383,1.137453,0.528155,0.24186,0.43381,0.892092,1.557675,2.351475,0.513603,2.119095,0.210402,1.716853,0.813064,2.705341,1.406063
Depletion,0.374133,0.013686,0.001873,0.178356,0.0,0.026072,0.121017,0.009571,0.012901,0.006016,0.000664,0.000545,1e-06,0.0,0.0,4.8e-05,0.0,8e-06,1.1e-05,1.5e-05,0.0,0.002578,0.0,0.000772,0.0
Advertising,33.737949,0.090179,0.048146,0.027995,0.001752,1.682066,2.004665,2.002703,3.333941,10.845402,0.206776,0.651053,0.671543,0.203002,0.384985,1.560042,0.091133,2.65594,0.181132,1.009137,0.251638,1.183816,0.635671,2.888305,1.11927
"Pension, profit sharing, stock, annuity",15.274756,0.063176,0.051787,0.076023,0.007367,1.808286,1.371138,0.723343,1.840341,1.058112,0.233733,0.376602,0.12446,0.289604,0.421844,0.582301,0.035336,3.004484,0.13311,0.32612,0.127309,2.008506,0.340538,0.120601,0.147476
Employee benefit programs,33.039599,0.273804,0.074749,0.29785,0.006737,4.86495,4.184986,2.33215,3.650933,4.029894,1.389046,0.648731,0.342769,0.287982,0.58605,0.431188,0.126698,3.300024,0.354717,2.121023,0.23956,1.394916,0.189588,0.909297,0.997403
"Net loss, noncapital assets",0.384083,0.001352,2e-05,0.003714,0.000127,0.01148,0.024099,0.01661,0.02548,0.20339,0.000687,0.003237,0.008852,0.00106,0.000428,0.010443,0.001065,0.017797,0.010244,0.0026,0.001442,0.008852,0.005322,0.024381,0.001401
Other deductions,328.479354,6.369875,1.83834,3.638763,0.317162,33.194531,16.442306,11.298896,31.462055,36.324813,19.1698,7.459814,6.410171,3.934058,6.34749,10.831884,1.35768,49.109155,2.327914,14.499376,2.206154,30.219962,6.683931,18.071255,8.75796
Total receipts less total deductions,284.478382,2.551984,1.226857,5.96062,0.31439,38.957428,24.562999,12.873022,31.148957,26.982269,6.199392,8.317894,7.22859,5.519753,6.74092,13.193892,1.360718,33.24431,7.150974,10.69836,1.511425,19.658503,4.945534,8.730775,5.064839
Net income,283.531197,2.539845,1.226485,5.94307,0.314066,38.915633,24.500256,12.831635,31.085855,26.95659,6.196009,8.283912,7.136193,5.479702,6.737301,13.182962,1.35949,33.220487,6.716546,10.684825,1.510071,19.656101,4.941716,8.727723,5.051713
