items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,288.159345,2.324083,1.751432,6.454349,1.0122,56.206169,22.010666,12.585223,25.995641,28.904062,5.177704,4.376309,6.301296,20.026813,5.690658,8.900306,1.974543,24.059543,15.198087,7.678028,1.325866,11.43455,4.338899,8.071035,4.905127
Inventories,315.317962,2.678035,1.219659,1.096035,0.244102,39.801196,41.49088,21.500191,88.256709,105.385355,1.123806,0.801691,0.0,0.000655,0.0,0.206891,1.121519,2.695683,0.002909,0.937905,0.104729,0.522973,0.547885,1.508171,2.001153
Land,49.279028,4.269612,0.29525,0.925762,0.117325,8.331206,2.637776,1.39558,3.208503,6.416953,1.017637,0.393907,0.554246,0.228748,0.070043,7.484754,0.198981,1.0221,1.508186,0.875763,0.109348,0.898962,1.281129,4.332104,1.454497
Total receipts,4893.991773,32.484412,21.06176,40.420955,8.517855,832.030807,374.556797,235.47234,973.498493,967.665224,123.882973,55.077837,29.785463,38.624198,38.761756,63.464443,20.204705,347.77985,31.713229,163.112675,13.017132,196.469587,34.960226,135.307275,92.660583
Business receipts,4788.903663,29.575279,20.706531,37.23293,8.376615,825.328878,370.291408,233.095949,965.447124,954.17929,120.961449,53.695976,22.959738,33.502366,37.809281,60.13819,19.152925,340.4017,10.5018,161.15842,12.829184,192.277242,32.348224,133.279182,91.138989
"Net gain, noncapital assets",10.704341,0.195855,0.154317,0.614455,0.002146,0.871735,0.788419,0.624424,1.216272,0.764686,1.220522,0.13499,0.394639,0.069685,0.082555,0.543192,0.557806,0.370162,0.170447,0.334298,0.001983,0.380595,0.16823,0.594465,0.400826
Other receipts,92.7329,2.681819,0.199754,2.522748,0.128759,5.715962,3.352356,1.665252,6.727967,12.621972,1.682511,1.144283,6.350071,5.010723,0.862437,2.748882,0.486681,6.951454,20.474724,1.57248,0.185457,3.798634,2.425049,1.42261,1.115815
Total deductions,4512.31404,28.573838,18.861418,30.307931,7.877012,770.209771,340.768499,218.394048,932.404493,937.894905,115.284575,48.121061,25.027799,28.101944,31.144673,51.550559,17.294978,299.383945,22.09872,148.882143,11.499048,169.116115,29.094971,124.814761,84.651028
Cost of goods sold,2997.189085,12.795739,10.645784,15.188956,6.594202,608.315545,248.371647,160.977272,776.272494,756.11099,48.703195,20.110179,2.663609,0.094292,5.49924,8.3862,6.726629,105.168106,0.053075,71.845181,2.099327,21.296458,5.479021,50.594126,38.283492
Compensation of officers,182.629837,0.530007,0.775953,0.94478,0.219913,23.287178,10.602887,5.298082,15.680132,13.588951,3.841581,3.376486,1.419672,6.002914,4.288993,6.180968,0.651635,35.949146,1.773063,7.397244,0.783335,26.534388,3.239533,4.147846,5.079697
Salaries and wages,460.538892,2.545603,2.03025,2.935494,0.19993,38.377143,27.116227,15.55256,54.540645,62.491629,15.040952,8.631948,7.30482,7.881733,9.94084,16.766426,2.245372,61.426186,3.398042,29.706697,3.271107,44.174105,6.052006,23.682657,13.753214
Repairs,27.030911,0.754441,0.52458,0.802664,0.037033,2.916032,1.600056,1.307115,2.777372,3.410778,2.313173,0.357892,0.163011,0.071199,0.188753,0.543572,0.436572,1.633163,0.307427,1.136926,0.202005,1.811766,0.457631,2.386313,0.844893
Bad debts,7.589049,0.029831,0.009512,0.030047,0.029178,0.846838,0.448799,0.203679,1.082041,0.893298,0.115321,0.121945,1.802875,0.009352,0.048955,0.105489,0.046324,0.354213,0.574633,0.196535,0.05194,0.378135,0.01536,0.038794,0.124873
Rent paid on business property,109.83496,1.417354,0.330081,1.005362,0.073571,12.524953,6.120156,3.885106,10.418386,17.9921,6.531014,1.244631,0.860599,1.013705,1.28947,1.801258,1.08608,10.638942,0.249446,3.551674,1.068098,10.243863,1.960479,9.125875,5.114213
Taxes paid,88.142108,0.566636,0.382381,1.122037,0.068487,12.198727,6.730908,4.042107,10.360791,11.538458,3.219448,1.299059,0.614981,0.751194,0.931902,1.481373,0.531494,9.330138,0.663335,5.520752,0.460656,6.692548,1.164644,5.479497,2.711553
Interest paid,48.37606,0.697425,0.225725,0.662831,0.050604,4.006805,3.198331,2.082967,5.304052,5.699063,1.214613,0.44508,4.109818,0.943867,0.295556,0.925921,0.538357,1.39983,10.386449,1.158849,0.059392,1.56204,0.424323,1.930608,0.886122
Amortization,5.386123,0.027695,0.019641,0.093225,0.019677,0.189824,0.408602,0.283979,0.650259,0.751081,0.11133,0.338539,0.067895,0.062124,0.204673,0.074438,0.011807,0.3586,0.143272,0.223906,0.02095,0.388519,0.234726,0.418,0.266403
Depreciation,55.678054,1.167697,0.782903,1.703553,0.077188,8.793294,6.316579,4.445556,5.562448,5.317738,4.391065,0.939226,0.28089,0.352173,0.195696,0.705591,2.436497,2.138544,0.560758,2.205708,0.14583,2.243833,0.735672,2.420696,1.469171
Depletion,0.447325,0.003847,0.001293,0.211647,2e-06,0.056112,0.140776,0.015427,0.003145,0.004391,0.00253,0.0,2e-06,0.0,0.0,0.001016,0.0,0.0,7e-06,0.000164,0.0,0.0,0.0,0.0,0.0
Advertising,38.854112,0.096499,0.031319,0.055575,0.014508,2.142514,2.41473,2.29929,4.282216,10.690415,0.332856,0.650946,0.583215,0.489767,0.481736,1.614347,0.143158,3.262795,0.250266,1.439482,0.309372,2.009065,0.558056,3.198103,1.395969
