items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,336.291876,3.134023,1.731499,7.387862,1.345862,43.799103,23.117984,12.946361,32.582677,29.770105,6.281828,6.079124,11.484632,38.253346,6.404726,8.099318,1.954303,32.1059,22.519781,9.035321,2.273797,15.147476,4.079877,8.214486,5.257825
Inventories,282.999122,3.965966,1.057545,1.261404,0.221726,15.973183,33.812151,25.422274,89.23277,93.498585,1.192257,0.714832,1e-06,0.479087,0.0,0.206622,1.184411,2.972066,0.009678,1.158819,0.079615,0.489654,0.438788,1.761125,2.073944
Land,49.615547,4.934867,0.364562,1.052643,0.132977,5.693729,2.571445,1.850318,3.094421,7.143496,1.330305,0.426758,0.512522,1.154841,0.085498,6.661116,0.234341,1.378093,1.214116,1.117545,0.151749,1.146006,0.921311,4.527915,1.487628
Total receipts,4571.799157,41.988117,21.350203,38.240368,7.146378,527.378829,280.331058,255.538369,1011.670735,861.442618,153.923341,51.253212,25.245788,41.720337,33.485155,48.882036,20.156557,383.94524,27.048147,156.801088,18.724041,243.150709,30.987025,151.313206,91.306952
Business receipts,4467.915309,35.779927,20.572673,34.906829,6.938318,520.710815,277.023959,253.015328,1004.582866,847.862428,151.140257,49.885233,17.96181,37.230293,32.469326,46.384026,18.797114,376.554813,8.433897,154.930631,18.332246,237.383314,29.397675,149.605576,90.233308
"Net gain, noncapital assets",9.922685,0.203963,0.078664,0.810239,0.020208,1.16661,0.520261,0.419712,0.726826,0.636055,0.799884,0.066894,1.269819,0.171635,0.162072,0.449943,0.809875,0.251742,0.392349,0.301191,0.097443,0.095773,0.075658,0.239257,0.134064
Other receipts,92.542249,5.987472,0.69827,2.492583,0.165654,5.260384,2.752695,2.034819,6.30939,12.908797,1.976513,1.254449,5.927997,4.278835,0.852696,2.027285,0.545183,7.115897,17.585786,1.554754,0.293389,5.668288,1.508976,1.465188,0.935533
Total deductions,4211.960256,37.650415,19.373034,29.638815,6.580685,490.449489,254.894556,235.66506,969.610975,833.48471,144.616426,44.397247,19.551684,30.924541,26.955387,39.292991,17.739052,333.226522,16.020625,143.20013,16.064656,209.225349,25.606177,141.014277,83.486579
Cost of goods sold,2690.747066,17.032711,10.89561,14.523903,5.059487,378.586899,186.499311,173.996698,812.682744,668.379994,59.633562,17.016941,0.001829,0.014434,0.0,2.216729,7.452316,119.126519,0.0,66.328509,2.644276,20.967753,5.190328,57.090703,36.072023
Compensation of officers,179.517132,0.571988,0.580687,0.984391,0.168444,16.294639,7.135529,5.601698,17.492299,11.937498,7.832165,3.678548,1.280769,3.906926,4.799519,4.291124,0.654902,39.153573,1.652524,6.378337,1.035505,29.857776,2.768552,4.149352,5.765639
