items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,305.585558,2.442335,1.827139,6.7418,0.790681,51.547456,21.786788,11.222327,31.215168,27.779184,6.277121,5.212779,7.77592,28.651832,6.179233,6.665034,1.775947,28.02895,19.022532,8.018035,2.123147,13.530944,4.071056,6.888699,4.522016
Inventories,243.400929,3.427917,0.618751,1.139374,0.247181,18.501874,29.801879,21.244221,76.394699,78.347526,0.972043,0.954114,0.0,0.667823,0.0,0.128539,0.843056,2.377344,0.027153,0.968753,0.154734,0.559253,0.288522,1.44699,2.027704
Land,46.915309,4.271566,0.261623,0.968418,0.052488,6.882361,2.069017,1.656281,2.969866,6.44815,1.134902,0.39465,0.439552,1.262063,0.078165,6.531646,0.198987,1.174977,1.194887,0.995668,0.121284,0.8886,0.964383,4.141677,1.413842
Total receipts,4155.741807,39.43016,16.827196,31.704124,6.694305,592.126246,245.879089,215.09353,908.764615,770.029795,113.9682,58.590002,23.721797,34.118136,33.83954,43.3167,15.740512,334.443123,26.360116,144.251172,16.460102,219.821722,30.665563,129.102741,81.348985
Business receipts,4063.46862,35.271595,16.216981,29.283321,6.570708,585.970982,242.981722,213.260108,902.007688,758.372869,111.414682,57.294991,17.857972,30.971515,32.436375,40.112831,14.394816,327.47929,8.939777,142.213805,16.180218,214.537696,28.930829,127.648248,80.428856
"Net gain, noncapital assets",7.76963,0.090925,0.054746,0.339071,5.3e-05,0.745209,0.373609,0.268578,0.680807,0.616197,0.73381,0.149406,0.652523,0.423336,0.016926,0.47109,0.580067,0.346906,0.352129,0.377948,0.001527,0.092275,0.040712,0.088262,0.125005
Other receipts,83.29918,4.040424,0.553693,2.04779,0.122677,5.318213,2.474444,1.526731,6.019774,11.009544,1.813476,1.082823,5.12572,2.675129,1.384348,2.711074,0.762878,6.592948,16.487751,1.646468,0.278045,5.190131,1.688341,1.364575,0.791703
Total deductions,3824.025426,35.994369,15.096075,25.004331,6.218746,548.953668,222.887442,198.571041,871.516997,744.587857,105.633076,51.698796,18.741956,25.838955,27.548673,35.031129,13.283369,286.212899,16.993676,131.403942,14.07549,187.383586,25.554356,120.056928,74.476887
Cost of goods sold,2427.029297,14.815637,8.060932,12.732834,5.062548,427.410017,156.143626,145.167243,729.350048,587.403823,40.363096,24.400884,0.011831,0.052151,0.022838,1.175048,3.954828,87.516158,0.308285,59.698933,2.665345,20.103193,4.528711,49.478711,30.734889
Compensation of officers,165.094126,0.444585,0.498773,0.995659,0.045461,18.2766,7.376898,4.396751,15.248776,11.35367,3.073942,3.281699,1.10461,3.217904,4.936386,3.884813,0.584322,35.058206,1.531274,6.553732,0.974944,28.704792,4.028005,3.936041,5.158709
Salaries and wages,434.63132,3.039619,1.657221,2.096275,0.348144,29.657171,19.844933,14.30127,49.496523,54.044983,16.469414,8.341451,5.771525,10.872639,10.117232,13.295712,2.133539,64.734423,2.900323,26.845568,3.798824,52.687411,4.545232,22.953917,13.00241
Repairs,24.098583,0.964529,0.39744,0.288878,0.046429,2.054083,1.022751,1.021517,2.429823,3.243434,2.538662,0.317916,0.153406,0.110857,0.236894,0.575146,0.393947,1.41901,0.257756,1.180575,0.210397,1.804392,0.297845,2.19915,0.763227
Bad debts,8.88082,0.030022,0.008771,0.03001,0.010363,0.807192,0.484056,0.354688,1.329412,0.620552,0.153066,0.171688,1.938452,0.101647,0.09543,0.079971,0.055529,0.462762,1.174406,0.210933,0.180316,0.329929,0.032134,0.022844,0.168488
Rent paid on business property,107.562472,2.066733,0.286102,0.568243,0.045497,9.778732,4.870023,3.616715,10.227348,16.78614,6.340504,1.461533,0.84595,1.311995,1.708994,2.20907,0.841943,11.422549,0.224699,3.64539,1.208834,12.120907,1.440186,8.819146,5.407412
Taxes paid,78.286438,0.608005,0.297118,0.999384,0.058994,8.72774,4.23538,3.818356,9.356478,10.064583,3.305281,1.294273,0.639604,0.866357,1.078159,1.247042,0.432572,9.36294,0.563169,4.425086,0.481649,7.410557,0.984171,4.954745,2.697394
Interest paid,30.080522,0.447643,0.118316,0.435259,0.042553,2.103884,1.613776,1.529929,3.185053,3.417472,1.19751,0.32933,2.255127,0.915542,0.358244,0.650515,0.346058,1.265879,4.991579,0.797462,0.055124,1.414098,0.294729,1.389166,0.795799
Amortization,6.188623,0.071071,0.005984,0.085533,0.014187,0.15702,0.34543,0.270507,0.770249,0.780223,0.150748,0.33412,0.109921,0.114325,0.290383,0.091945,0.021865,0.44683,0.435101,0.218989,0.0171,0.419563,0.28187,0.491463,0.2515
Depreciation,54.90536,1.404717,0.539293,1.639877,0.119518,6.968424,5.184556,5.14866,5.101197,5.685348,4.263264,1.164064,0.324425,0.637695,0.2902,0.750293,2.176683,2.484118,0.552028,2.398904,0.323065,2.44352,0.661776,2.675583,1.454904
Depletion,0.387764,0.012572,0.0,0.224754,3e-06,0.03033,0.085719,0.018758,0.00159,5.9e-05,6e-06,0.0,0.0,0.0,0.003097,0.00104,0.0,0.0,1e-06,0.000203,0.0,0.0,0.0,0.00869,0.00024
Advertising,34.408868,0.092056,0.0211,0.045228,0.00337,1.686634,1.698605,2.575181,3.626646,8.159031,0.331254,0.913007,0.503299,0.609543,0.48035,1.095574,0.212387,3.558082,0.174259,1.685295,0.509328,1.819853,0.441516,2.955374,1.070884
"Pension, profit sharing, stock, annuity",17.482078,0.042473,0.018503,0.191046,0.004343,1.950497,1.264883,0.969938,1.952087,0.918321,0.350071,0.411186,0.074213,0.558173,0.484144,0.34035,0.022602,3.549797,0.201342,0.507893,0.053773,2.967159,0.264083,0.100606,0.204364
Employee benefit programs,39.942794,0.303485,0.092186,0.395486,0.011162,6.812298,3.851421,2.693005,4.370034,4.160025,1.671087,0.773754,0.291508,0.797833,0.599585,0.455274,0.141861,4.768978,0.465217,1.986805,0.197363,2.859423,0.26334,0.903329,0.840237
"Net loss, noncapital assets",0.594387,0.000288,0.000171,0.009914,0.0,0.022095,0.027479,0.018852,0.065917,0.205627,0.003898,0.003157,0.016598,0.001532,0.008245,0.055084,0.034961,0.030985,0.034439,0.013555,0.002183,0.004744,0.004271,0.013959,0.008609
Other deductions,394.451976,11.650935,3.094168,4.265951,0.406173,32.510949,14.837909,12.669672,35.005815,37.744565,25.421275,8.500732,4.701486,5.670763,6.838493,9.124252,1.93027,60.132182,3.1798,21.234621,3.397245,52.294044,7.486485,19.154204,11.917822
Total receipts less total deductions,331.71638,3.435791,1.73112,6.699793,0.475559,43.172578,22.991647,16.522489,37.247618,25.441938,8.335124,6.891206,4.97984,8.279181,6.290867,8.285572,2.457143,48.230224,9.36644,12.84723,2.384612,32.438136,5.111207,9.045814,6.872099
Net income,330.512003,3.408576,1.729345,6.665851,0.474692,43.080736,22.942333,16.484376,37.191272,25.410752,8.328892,6.828423,4.894258,8.231025,6.288976,8.263866,2.454392,48.206245,8.785981,12.834278,2.384299,32.436516,5.105526,9.044157,6.868677
