items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,326.69652,3.692859,1.975138,7.649458,0.0,56.677704,21.635515,10.882867,28.878503,35.997802,7.146106,8.246829,10.69046,9.914141,7.487997,24.770067,2.719134,26.992726,16.271523,9.436207,1.456046,11.003578,4.905909,11.671285,5.110113
Inventories,426.401226,4.590942,1.658359,1.203139,0.0,78.283745,50.79862,26.309844,97.646967,149.342582,1.439261,1.133295,0.001345,0.001583,0.0,0.191605,1.722414,3.124956,0.027157,1.090674,0.095577,0.585971,1.028959,2.31516,3.165213
Land,111.098695,8.685102,1.492648,1.26274,0.0,20.373123,3.15377,1.80598,3.837997,8.849531,1.467026,0.813243,0.630385,0.372953,0.07298,40.029922,0.415611,1.641931,1.651619,1.299322,0.1493,1.188686,2.156078,6.982892,2.641447
Total receipts,5815.389092,45.99029,25.606706,49.301864,0.0,941.403131,434.008815,274.94321,1085.996929,1256.389253,180.059093,69.472637,49.406308,31.913956,51.587492,101.26163,28.842659,371.982165,29.111848,205.470157,14.219237,213.777696,43.308592,181.791483,118.684938
Business receipts,5699.803,42.038833,24.816607,45.385359,0.0,933.20465,429.404466,272.39747,1076.704165,1239.015492,176.684469,68.638051,40.038746,28.765532,49.507969,95.593082,27.403819,364.343419,9.544055,203.904555,14.048757,209.888551,41.312547,179.275838,117.448254
"Net gain, noncapital assets",13.581482,0.265134,0.249922,1.030529,0.0,1.103953,0.950765,0.477064,1.170611,1.083385,1.31286,0.281698,1.470909,0.042022,0.36189,0.883473,0.961918,0.370161,0.333924,0.214166,0.002572,0.153643,0.112421,0.438898,0.266095
Other receipts,100.071267,3.647097,0.536439,2.830294,0.0,6.969608,3.534858,1.985323,8.013521,16.17273,2.043948,0.460481,7.8078,3.036628,1.706547,4.585351,0.470851,7.213361,18.672481,1.322581,0.166214,3.647601,1.861836,2.065668,0.959588
Total deductions,5517.526275,46.165578,24.402137,38.110898,0.0,891.282117,403.660745,259.888627,1049.142122,1233.492078,173.275299,66.186772,44.867441,27.050579,44.465104,93.401995,27.187183,335.366019,20.526594,194.343162,12.910074,192.111966,40.256932,175.442542,113.862575
Cost of goods sold,3577.640841,18.961256,14.27174,19.903364,0.0,691.289776,292.652038,187.633945,866.263152,987.552038,71.406268,23.522553,3.927554,0.323616,9.107349,21.66304,9.437984,112.627875,0.264941,91.852812,2.358827,18.939699,8.581962,68.851987,47.70336
Compensation of officers,212.457485,0.790873,0.741717,1.133653,0.0,27.928169,12.15192,6.602573,20.193664,18.313367,4.398915,4.744442,2.08684,6.092978,5.908667,8.288061,0.899136,37.167044,1.624478,7.997219,0.899438,28.634494,3.665158,5.332578,6.695212
Salaries and wages,588.888215,3.776389,1.795443,3.168299,0.0,47.878997,31.160762,19.403622,61.653944,82.999063,23.532011,13.067847,14.904021,9.043653,13.400352,27.158529,3.401253,67.721153,3.316257,44.527008,3.849109,53.03148,8.195795,32.760951,18.893008
Repairs,35.510962,1.250645,0.626998,0.790252,0.0,3.646893,2.105702,1.578288,3.358006,4.582845,3.709232,0.469037,0.321877,0.125447,0.322203,1.017861,0.626789,1.791255,0.277139,1.425404,0.177821,1.959283,0.657196,3.383172,1.284402
Bad debts,10.106964,0.021104,0.009501,0.048236,0.0,1.002976,0.641438,0.345391,1.553866,1.191197,0.186474,0.326748,2.108786,0.021571,0.119075,0.200511,0.151098,0.472952,0.559177,0.287987,0.038134,0.417331,0.100871,0.102681,0.192977
Rent paid on business property,142.905107,2.866058,0.373884,1.276947,0.0,14.076307,7.471689,4.923644,12.357243,23.899188,9.960305,2.171182,1.761751,0.909668,1.818388,3.913816,1.767874,12.807501,0.250762,4.039871,1.107038,11.618125,2.326384,12.831511,8.316774
Taxes paid,113.370213,0.888533,0.444812,1.486068,0.0,14.695153,8.518721,5.090549,11.404279,15.401334,5.02478,1.776227,1.342992,0.783312,1.243184,2.500593,0.857625,10.419239,0.680991,8.533391,0.636792,7.769231,1.722775,8.012912,4.058414
Interest paid,66.607001,1.226988,0.38913,0.729127,0.0,6.581932,4.134685,2.805362,6.391953,9.442902,2.248486,1.186809,6.417384,1.020742,0.415719,2.417454,1.085735,2.127681,8.625956,1.272083,0.147228,1.924152,0.94174,3.482537,1.491129
Amortization,7.209727,0.054445,0.03492,0.070252,0.0,0.223676,0.458314,0.360781,0.756179,0.989901,0.16417,0.618118,0.120964,0.053463,0.249057,0.127433,0.03385,0.52604,0.123403,0.264849,0.037815,0.40358,0.317522,0.798565,0.404739
