items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,261.118654,2.887852,1.462012,4.761775,0.718692,39.003303,19.182692,9.313458,24.599887,31.805965,5.299216,6.008764,9.454942,6.874407,7.463617,20.472911,2.080023,21.066268,13.372066,7.453374,1.213067,9.13112,3.918931,8.856796,4.122513
Inventories,351.216788,3.650312,0.685234,0.743213,0.319714,52.263354,41.357269,21.824292,80.035059,137.478498,1.075339,1.073743,0.002109,0.0,0.0,0.008431,0.803872,2.665175,0.0112,0.955566,0.117674,0.395221,0.850604,2.199532,2.452226
Land,93.136033,7.892217,1.163181,0.973471,0.069573,13.686724,3.135784,1.78176,3.332643,7.783166,1.090226,0.663567,0.448911,0.105202,0.082059,34.820129,0.27711,1.36742,1.17615,1.021363,0.144697,1.262659,2.434658,6.302261,2.103845
Total receipts,4737.162166,41.35138,18.691656,30.819265,6.842904,704.385001,361.922277,235.691724,863.268071,1114.105986,140.162159,66.1645,39.568085,26.556667,43.947083,82.641953,20.651917,300.748459,18.500742,162.143752,12.904999,161.079361,38.89582,155.782031,88.782114
Business receipts,4645.69372,38.950391,18.012599,28.595634,6.721802,696.959568,358.065611,233.663751,856.448038,1099.37324,138.167465,63.489417,29.391998,24.324926,43.080556,78.044569,19.593216,295.284841,6.697135,159.367533,12.781045,158.958046,37.111906,153.18633,88.077111
"Net gain, noncapital assets",13.146282,0.27231,0.123907,0.422792,0.001673,1.177588,0.587051,0.44499,0.619227,0.727443,0.974021,1.468637,3.256035,0.065785,0.045976,0.561822,0.676417,0.383611,0.186827,0.278816,0.002688,0.076753,0.325129,0.364977,0.101745
Other receipts,76.996055,2.106372,0.553846,1.780413,0.11909,6.192721,3.199044,1.528761,6.130812,13.97744,1.012657,1.159242,6.815293,2.088011,0.814621,3.975746,0.377566,5.049722,11.020931,2.474461,0.119913,2.040949,1.453783,2.225618,0.590015
Total deductions,4518.457226,41.406199,18.257556,25.517205,6.640669,673.272528,341.571806,225.634774,836.707066,1094.608926,136.52799,61.260287,33.390215,22.935564,37.723123,73.467456,20.24379,273.105167,12.722317,153.742551,11.617425,143.889618,36.023669,150.80242,86.003002
Cost of goods sold,2916.564226,17.323366,10.12385,12.23156,5.526615,519.199224,243.723335,160.929247,684.227475,874.994721,56.927939,23.782325,2.285844,0.812382,5.239084,15.30267,7.256971,84.110244,0.038698,73.013072,1.881662,17.700602,6.909942,58.621679,33.616033
Compensation of officers,173.784175,0.656207,0.77421,0.704083,0.050166,21.127962,10.247353,5.457806,15.588085,16.220453,2.932738,3.488934,1.937514,5.053746,5.881887,6.487101,0.603675,32.479201,1.215326,6.237456,0.795759,22.08267,3.686433,4.327753,5.663352
