items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Cash,219.453977,2.04701,1.508129,3.245909,0.0,34.034638,16.651067,10.21626,0.0,28.110269,4.484974,5.181225,7.226867,4.662092,5.425555,13.96143,2.006792,18.822395,11.401272,5.746119,0.980732,6.609837,3.431857,6.848584,3.909008
Inventories,291.142518,3.08123,0.801662,0.626237,0.0,39.395234,35.515053,20.331483,0.0,113.932625,0.90902,1.433496,0.004311,0.0,3e-05,0.014898,1.098121,1.923038,0.006546,0.869708,0.062286,0.41693,0.973792,1.858466,2.295999
Land,80.307527,7.522137,0.953006,0.93863,0.0,11.25623,2.959219,1.628213,0.0,6.608382,1.050505,0.634163,0.344345,0.181441,0.188158,29.383348,0.341975,0.678333,0.75519,1.004559,0.136405,0.820356,2.526813,5.675689,1.634629
Total receipts,3910.926701,36.464185,19.420948,19.980245,0.0,577.23215,297.207333,220.030814,0.0,930.408978,107.714703,50.481304,28.460041,20.330201,32.758164,57.320348,21.845522,264.049164,15.203141,129.479166,10.715107,130.527843,35.597756,134.259558,83.425523
Business receipts,3841.281106,33.286956,18.730989,18.894215,0.0,572.115769,294.281125,218.116179,0.0,917.024554,106.502393,51.637882,22.159376,18.624921,32.357051,55.10077,20.871798,258.469198,5.513083,127.476964,10.18117,128.607689,34.338795,132.064763,82.565678
"Net gain, noncapital assets",7.086227,0.271997,0.110321,0.162077,0.0,0.553049,0.393773,0.351026,0.0,0.471385,0.546712,0.089902,1.407439,0.031784,0.030718,0.317793,0.498816,0.158638,0.297532,0.121714,0.034463,0.073091,0.152578,0.2428,0.270316
Other receipts,61.32259,2.886085,0.576124,0.907495,0.0,4.480078,2.456549,1.503911,0.0,12.879872,0.659505,-1.297117,4.793099,1.634918,0.359892,1.861362,0.464052,5.385776,8.905275,1.862194,0.496852,1.812573,1.092086,1.948995,0.582107
Total deductions,3759.078454,37.477495,18.923194,17.925048,0.0,554.065196,284.489465,210.932156,0.0,915.411828,106.197424,50.625309,23.913483,18.380101,27.977729,53.174715,21.792494,241.892846,10.643697,123.403004,10.109202,116.847683,34.29025,130.851431,80.46393
Cost of goods sold,2386.82412,16.028092,11.985104,8.122798,0.0,422.489079,197.314251,148.489418,0.0,723.845112,39.651846,17.931542,1.761953,1.183839,4.718941,9.892993,6.80823,81.36827,0.02214,56.01859,2.094446,11.369357,7.67943,49.365784,31.927879
Compensation of officers,151.988774,0.571996,0.589716,0.500979,0.0,19.155394,9.307199,5.811384,0.0,14.696673,2.772512,3.596957,1.713413,3.254082,3.903813,4.872771,0.701792,28.392667,0.846497,5.645212,0.796924,17.611613,3.459965,3.869204,5.505201
Salaries and wages,418.993431,3.496523,1.304689,1.21905,0.0,29.885976,23.516401,16.545047,0.0,66.482773,16.112796,10.058356,8.077258,5.994273,9.496234,16.117901,3.249972,50.759611,1.646842,28.217008,2.780355,33.593079,6.483896,24.788984,14.29737
Repairs,24.610355,0.943623,0.455164,0.359698,0.0,2.441944,1.37951,1.103178,0.0,3.595487,2.512663,0.348553,0.162763,0.066364,0.194287,0.590364,0.454691,1.247729,0.153859,1.005704,0.128218,1.131224,0.61208,2.501379,0.9342
